,log2FoldChange,pvalue,padj
Dapma7bEVm001528,-0.310930841,0.536375066,0.997835001
Dapma7bEVm001529,0.074002679,0.787503146,0.998544574
Dapma7bEVm001530,-0.321665247,0.305623011,0.997835001
Dapma7bEVm001531,-0.025447088,0.955542885,0.998544574
Dapma7bEVm001532,-0.028803853,0.920329614,0.998544574
Dapma7bEVm001533,0.074659882,0.702517621,0.998544574
Dapma7bEVm001534,0.552506928,0.130804065,0.933200618
Dapma7bEVm001535,-0.130150046,0.717105297,0.998544574
Dapma7bEVm001536,-0.426987823,0.515862326,0.997835001
Dapma7bEVm001537,0.260448116,0.809465812,0.998544574
Dapma7bEVm001538,-0.332921459,0.248363003,0.997835001
Dapma7bEVm001539,2.473389609,0.073982044,0.844126466
Dapma7bEVm001540,0.065529949,0.815904161,0.998544574
Dapma7bEVm001541,-0.082602323,0.714341769,0.998544574
Dapma7bEVm001542,-0.09113641,0.645035241,0.997835001
Dapma7bEVm001543,0.525701554,0.280922095,0.997835001
Dapma7bEVm001544,-0.038684054,0.810365166,0.998544574
Dapma7bEVm001545,0.135131677,0.563620078,0.997835001
Dapma7bEVm001546,-0.007380972,0.95137729,0.998544574
Dapma7bEVm001547,-0.053659692,0.816764019,0.998544574
Dapma7bEVm001548,0.51562297,0.215788424,0.991607831
Dapma7bEVm001549,0.347903302,0.243556941,0.997835001
Dapma7bEVm001551,-0.060384796,0.713763635,0.998544574
Dapma7bEVm001552,-0.065390149,0.860369284,0.998544574
Dapma7bEVm001553,0.117065463,0.501834108,0.997835001
Dapma7bEVm001555,1.950142427,NA,NA
Dapma7bEVm001556,0.043606647,0.771997615,0.998544574
Dapma7bEVm001557,0.036712509,0.823756022,0.998544574
Dapma7bEVm001558,-0.225346169,0.32454528,0.997835001
Dapma7bEVm001559,0.10826176,0.487904688,0.997835001
Dapma7bEVm001560,-0.170362635,0.50735448,0.997835001
Dapma7bEVm001561,0.655616854,0.382044037,0.997835001
Dapma7bEVm001562,1.330344124,0.293710912,0.997835001
Dapma7bEVm001563,-0.126297238,0.775288204,0.998544574
Dapma7bEVm001564,-0.179310266,0.341209033,0.997835001
Dapma7bEVm001565,0.616062734,0.537172498,0.997835001
Dapma7bEVm001567,-0.018926036,0.960893906,0.998544574
Dapma7bEVm001568,-0.063564932,0.887056345,0.998544574
Dapma7bEVm001569,-0.928214137,0.006064834,0.369696823
Dapma7bEVm001570,0.266199115,0.13509964,0.93673879
Dapma7bEVm001571,0.542426801,0.127423387,0.932704674
Dapma7bEVm001572,-0.236946238,0.39014785,0.997835001
Dapma7bEVm001573,0.176261138,0.55965276,0.997835001
Dapma7bEVm001574,-0.052801106,0.88099476,0.998544574
Dapma7bEVm001575,-0.209372304,0.344563749,0.997835001
Dapma7bEVm001576,0.422494425,0.274202023,0.997835001
Dapma7bEVm001577,0.063779811,0.845142193,0.998544574
Dapma7bEVm001578,2.018163358,0.081277496,0.861592708
Dapma7bEVm001579,-0.325289178,0.381506411,0.997835001
Dapma7bEVm001580,0.010865822,0.973833091,0.998544574
Dapma7bEVm001581,0.215597719,0.356757169,0.997835001
Dapma7bEVm001582,0.8424735,0.07169803,0.842554623
Dapma7bEVm001583,-0.252250636,0.523694261,0.997835001
Dapma7bEVm001584,-0.200158077,0.470720737,0.997835001
Dapma7bEVm001585,0.064104845,0.81653445,0.998544574
Dapma7bEVm001586,0.252137939,0.252681987,0.997835001
Dapma7bEVm001587,0.038708005,0.902734067,0.998544574
Dapma7bEVm001588,0.22781941,0.377939125,0.997835001
Dapma7bEVm001589,0.154187923,0.870563478,0.998544574
Dapma7bEVm001590,-1.544085506,0.130393419,0.933200618
Dapma7bEVm001591,0.276671772,0.321802476,0.997835001
Dapma7bEVm001592,0.311445956,0.171824346,0.962707847
Dapma7bEVm001593,0.092710128,0.889125231,0.998544574
Dapma7bEVm001594,0.080582709,0.900259809,0.998544574
Dapma7bEVm001595,0.079156462,0.765442008,0.998544574
Dapma7bEVm001596,-0.098253309,0.717555723,0.998544574
Dapma7bEVm001597,-0.511266235,0.073521132,0.844126466
Dapma7bEVm001598,-0.932287841,0.295654795,0.997835001
Dapma7bEVm001599,0.076640115,0.800350723,0.998544574
Dapma7bEVm001600,-0.378047458,0.167482563,0.957221477
Dapma7bEVm001601,-1.392640798,0.239152232,0.997835001
Dapma7bEVm001602,-0.401055648,0.398429314,0.997835001
Dapma7bEVm001603,-0.039334686,0.94153246,0.998544574
Dapma7bEVm001604,0.042581803,0.87473948,0.998544574
Dapma7bEVm001605,-1.606928457,6.51E-07,0.000321603
Dapma7bEVm001606,-1.301781231,0.001328442,0.158165691
Dapma7bEVm001608,0.256192322,0.221883592,0.997523139
Dapma7bEVm001609,-1.282919829,0.06528776,0.826190071
Dapma7bEVm001610,1.152423877,0.001544775,0.171541928
Dapma7bEVm001611,1.13092656,0.573799794,0.997835001
Dapma7bEVm001612,0.278209842,0.611149475,0.997835001
Dapma7bEVm001613,-1.048464589,0.309582919,0.997835001
Dapma7bEVm001614,-0.043442859,0.978362663,0.998544574
Dapma7bEVm001615,-0.410289312,0.662232419,0.998387735
Dapma7bEVm001616,-0.271184522,0.646277969,0.997835001
Dapma7bEVm001617,0.185639369,0.644018628,0.997835001
Dapma7bEVm001618,0.272433023,0.103485307,0.901794709
Dapma7bEVm001619,-0.317481168,0.527205318,0.997835001
Dapma7bEVm001620,-0.110983829,0.479864374,0.997835001
Dapma7bEVm001621,0.345557033,0.426321613,0.997835001
Dapma7bEVm001622,0.244567314,0.465277945,0.997835001
Dapma7bEVm001623,-0.414617789,0.320309283,0.997835001
Dapma7bEVm001624,0.267809102,0.113655276,0.919317804
Dapma7bEVm001625,0.134346422,0.673487029,0.998544574
Dapma7bEVm001627,-0.231275114,0.51513706,0.997835001
Dapma7bEVm001628,-0.088581217,0.794114067,0.998544574
Dapma7bEVm001629,-0.337763093,0.466250748,0.997835001
Dapma7bEVm001630,0.65060634,0.515676871,0.997835001
Dapma7bEVm001631,0.678809935,0.494984045,0.997835001
Dapma7bEVm001632,0.047793669,0.884428202,0.998544574
Dapma7bEVm001633,-0.187793579,0.527960705,0.997835001
Dapma7bEVm001634,-0.156730053,0.867996207,0.998544574
Dapma7bEVm001635,-0.80006416,0.00806242,0.426177745
Dapma7bEVm001636,-0.090228393,0.842460881,0.998544574
Dapma7bEVm001637,0.032935085,0.817301951,0.998544574
Dapma7bEVm001638,-0.443860162,0.318779687,0.997835001
Dapma7bEVm001639,0.279206011,0.462859286,0.997835001
Dapma7bEVm001641,0.309812113,0.416671541,0.997835001
Dapma7bEVm001642,-0.632654409,0.422191351,0.997835001
Dapma7bEVm001643,0.626177706,0.196845622,0.984571764
Dapma7bEVm001644,-0.135784057,0.5934877,0.997835001
Dapma7bEVm001645,0.12913146,0.386843582,0.997835001
Dapma7bEVm001646,-0.187883325,0.490713525,0.997835001
Dapma7bEVm001647,0.259545722,0.197476764,0.984876052
Dapma7bEVm001648,1.258888124,0.011779163,0.479554843
Dapma7bEVm001650,3.229157371,0.000285372,0.051099373
Dapma7bEVm001651,1.0186081,0.077535576,0.852452839
Dapma7bEVm001652,0.857540052,0.00993825,0.451953746
Dapma7bEVm001653,0.60085155,0.110206712,0.914141657
Dapma7bEVm001654,0.373327638,0.19273443,0.980744892
Dapma7bEVm001655,1.440953609,0.233680491,0.997835001
Dapma7bEVm001656,0.757406493,0.142215397,0.942348685
Dapma7bEVm001657,0.19616187,0.777375038,0.998544574
Dapma7bEVm001658,0.512030492,0.005084168,0.334085795
Dapma7bEVm001659,0.040240693,0.690997325,0.998544574
Dapma7bEVm001660,-0.28195818,0.310392928,0.997835001
Dapma7bEVm001661,0.138603368,0.679747655,0.998544574
Dapma7bEVm001662,-0.823674659,0.451267002,0.997835001
Dapma7bEVm001663,2.014750139,0.120862254,0.92587298
Dapma7bEVm001664,0.620811816,0.062267041,0.818326025
Dapma7bEVm001665,0.604760446,0.135807345,0.938919026
Dapma7bEVm001666,0.836985998,0.346129261,0.997835001
Dapma7bEVm001667,0.019480968,0.954266979,0.998544574
Dapma7bEVm001668,1.392723057,0.009893476,0.451350457
Dapma7bEVm001669,-0.118272088,0.707316314,0.998544574
Dapma7bEVm001670,-0.131416008,0.61814501,0.997835001
Dapma7bEVm001671,-0.971989308,0.001750785,0.183627054
Dapma7bEVm001672,-0.111831104,0.646001774,0.997835001
Dapma7bEVm001673,-0.513539532,0.278348614,0.997835001
Dapma7bEVm001674,-0.453278486,0.139226592,0.942348685
Dapma7bEVm001675,-0.195938671,0.45830098,0.997835001
Dapma7bEVm001676,-0.054326808,0.847441749,0.998544574
Dapma7bEVm001677,-0.002727097,0.991334747,0.9993904
Dapma7bEVm001678,-0.395962542,0.088054328,0.873475793
Dapma7bEVm001679,-1.036867941,0.003511743,0.27659788
Dapma7bEVm001680,-0.089081585,0.698316553,0.998544574
Dapma7bEVm001681,-0.729716809,0.015382793,0.518289126
Dapma7bEVm001682,0.124325749,0.440200985,0.997835001
Dapma7bEVm001683,-0.205413399,0.427025564,0.997835001
Dapma7bEVm001684,0.071209992,0.75114238,0.998544574
Dapma7bEVm001685,0.046863548,0.864457387,0.998544574
Dapma7bEVm001686,0.030993581,0.918652464,0.998544574
Dapma7bEVm001687,-0.319028211,0.398004291,0.997835001
Dapma7bEVm001688,-0.428220312,0.207415531,0.990147509
Dapma7bEVm001689,-0.340421454,0.140709309,0.942348685
Dapma7bEVm001690,-0.033535635,0.91624048,0.998544574
Dapma7bEVm001691,-0.390886575,0.04279722,0.731325246
Dapma7bEVm001692,-0.01011002,0.984034715,0.999369764
Dapma7bEVm001693,0.109961982,0.590212848,0.997835001
Dapma7bEVm001694,0.505920508,0.166447816,0.956380318
Dapma7bEVm001695,-0.079365884,0.621393399,0.997835001
Dapma7bEVm001696,0.024400811,0.910052522,0.998544574
Dapma7bEVm001697,-0.226795154,0.861292553,0.998544574
Dapma7bEVm001698,-0.572337341,0.013299675,0.494851529
Dapma7bEVm001699,-0.228016364,0.521324685,0.997835001
Dapma7bEVm001700,-0.313686806,0.34509988,0.997835001
Dapma7bEVm001701,0.231492059,0.214531594,0.991607831
Dapma7bEVm001702,-0.134231445,0.714582924,0.998544574
Dapma7bEVm001703,-0.94738104,0.144390987,0.943201822
Dapma7bEVm001704,0.356846386,0.18223011,0.970982937
Dapma7bEVm001705,-0.268937921,0.43394771,0.997835001
Dapma7bEVm001706,-0.511016895,0.480504175,0.997835001
Dapma7bEVm001707,-0.372916887,0.227223874,0.997835001
Dapma7bEVm001708,0.002507337,0.992241675,0.9993904
Dapma7bEVm001709,-0.107661798,0.617255442,0.997835001
Dapma7bEVm001710,-0.171354503,0.469190286,0.997835001
Dapma7bEVm001711,-0.586307882,0.00803619,0.426177745
Dapma7bEVm001712,-0.054954409,0.814285789,0.998544574
Dapma7bEVm001713,-9.03E-05,0.999512776,0.999938786
Dapma7bEVm001714,-0.57463502,0.005536611,0.349391871
Dapma7bEVm001715,0.099939666,0.497107589,0.997835001
Dapma7bEVm001716,-0.049090375,0.682373539,0.998544574
Dapma7bEVm001718,-0.941208274,0.280653332,0.997835001
Dapma7bEVm001719,-0.401096989,0.572562451,0.997835001
Dapma7bEVm001720,0.189899548,0.465010572,0.997835001
Dapma7bEVm001721,-0.14949194,0.50232682,0.997835001
Dapma7bEVm001722,0.082285701,0.874313613,0.998544574
Dapma7bEVm001723,-0.384919549,0.471450886,0.997835001
Dapma7bEVm001724,-0.316396888,0.315946327,0.997835001
Dapma7bEVm001725,0.002693234,0.987839696,0.999369764
Dapma7bEVm001726,-0.050628293,0.838948601,0.998544574
Dapma7bEVm001727,-0.264604929,0.210112104,0.99129443
Dapma7bEVm001728,0.124568886,0.750749033,0.998544574
Dapma7bEVm001729,-0.211031543,0.316741337,0.997835001
Dapma7bEVm001730,-0.053222285,0.906687701,0.998544574
Dapma7bEVm001731,0.175413094,0.270484622,0.997835001
Dapma7bEVm001732,0.168682874,0.526434271,0.997835001
Dapma7bEVm001733,-1.479999893,0.313645345,0.997835001
Dapma7bEVm001734,-0.133364015,0.301142427,0.997835001
Dapma7bEVm001735,-0.162712409,0.380782439,0.997835001
Dapma7bEVm001736,-0.497880096,0.384510257,0.997835001
Dapma7bEVm001737,0.303038517,0.229072492,0.997835001
Dapma7bEVm001738,-0.157842974,0.541792043,0.997835001
Dapma7bEVm001739,-0.306802608,0.457191281,0.997835001
Dapma7bEVm001740,0.228186247,0.36557205,0.997835001
Dapma7bEVm001741,-0.125373757,0.733170397,0.998544574
Dapma7bEVm001742,0.618714814,0.401852588,0.997835001
Dapma7bEVm001743,1.629729452,0.043688047,0.736864393
Dapma7bEVm001744,-0.54489121,0.006989959,0.39806708
Dapma7bEVm001745,-0.114242416,0.569887635,0.997835001
Dapma7bEVm001746,0.0469168,0.865639521,0.998544574
Dapma7bEVm001747,0.127574647,0.686700809,0.998544574
Dapma7bEVm001748,0.412892236,0.07096272,0.842554623
Dapma7bEVm001749,-0.54786969,0.00325806,0.263681944
Dapma7bEVm001750,-0.067630419,0.829634076,0.998544574
Dapma7bEVm001751,0.011058256,0.955107584,0.998544574
Dapma7bEVm001752,0.145206375,0.813402546,0.998544574
Dapma7bEVm001753,-0.120276959,0.599177122,0.997835001
Dapma7bEVm001754,-0.78595369,0.016305768,0.52846181
Dapma7bEVm001755,-0.157931162,0.275652636,0.997835001
Dapma7bEVm001756,0.069970001,0.703319213,0.998544574
Dapma7bEVm001758,-0.328688732,0.174774637,0.965728374
Dapma7bEVm001759,-0.327024823,0.28767652,0.997835001
Dapma7bEVm001760,-0.617262022,0.567141856,0.997835001
Dapma7bEVm001761,0.67095974,0.629157416,0.997835001
Dapma7bEVm001762,0.003537035,0.987820997,0.999369764
Dapma7bEVm001763,0.352618777,0.205548849,0.988483649
Dapma7bEVm001764,0.076351659,0.732936675,0.998544574
Dapma7bEVm001765,-0.342408423,0.49508081,0.997835001
Dapma7bEVm001766,-0.144068801,0.606669064,0.997835001
Dapma7bEVm001767,-0.054076123,0.761175525,0.998544574
Dapma7bEVm001768,1.281029686,0.065921042,0.826767039
Dapma7bEVm001769,0.081771564,0.819699231,0.998544574
Dapma7bEVm001770,-0.040385698,0.871236381,0.998544574
Dapma7bEVm001771,0.312946738,0.49950063,0.997835001
Dapma7bEVm001772,-0.146585743,0.761990142,0.998544574
Dapma7bEVm001773,-0.176133104,0.581362509,0.997835001
Dapma7bEVm001774,0.019355553,0.935115513,0.998544574
Dapma7bEVm001775,-0.266011348,0.369239846,0.997835001
Dapma7bEVm001776,0.015725038,0.929555562,0.998544574
Dapma7bEVm001777,-0.161049479,0.356772199,0.997835001
Dapma7bEVm001778,-0.184006875,0.911583006,0.998544574
Dapma7bEVm001779,0.047266737,0.940266354,0.998544574
Dapma7bEVm001780,-0.038028883,0.810444816,0.998544574
Dapma7bEVm001781,0.32186578,0.2254328,0.997835001
Dapma7bEVm001782,-0.080708672,0.690430585,0.998544574
Dapma7bEVm001783,-0.172120399,0.419237013,0.997835001
Dapma7bEVm001784,-0.309855572,0.480611805,0.997835001
Dapma7bEVm001785,0.047007795,0.883278851,0.998544574
Dapma7bEVm001786,0.043575473,0.767812519,0.998544574
Dapma7bEVm001787,-0.243097091,0.373204383,0.997835001
Dapma7bEVm001788,0.028650883,0.957183821,0.998544574
Dapma7bEVm001789,-0.334738445,0.212378895,0.991607831
Dapma7bEVm001790,-0.781146274,0.062331476,0.818421995
Dapma7bEVm001791,-0.340924603,0.473104062,0.997835001
Dapma7bEVm001792,-0.205384379,0.383319315,0.997835001
Dapma7bEVm001793,0.892095286,0.058072107,0.805244561
Dapma7bEVm001794,-0.308406314,0.310190936,0.997835001
Dapma7bEVm001795,-0.250819786,0.330270904,0.997835001
Dapma7bEVm001796,0.086673616,0.770877138,0.998544574
Dapma7bEVm001797,-0.099610415,0.744292175,0.998544574
Dapma7bEVm001798,-0.513115577,0.017692201,0.550685505
Dapma7bEVm001799,-0.024340163,0.900038407,0.998544574
Dapma7bEVm001800,-0.01617719,0.916534395,0.998544574
Dapma7bEVm001801,0.019977763,0.939839264,0.998544574
Dapma7bEVm001802,-0.339801922,0.481591375,0.997835001
Dapma7bEVm001803,-0.080983526,0.945904937,0.998544574
Dapma7bEVm001804,0.447076777,0.340640203,0.997835001
Dapma7bEVm001805,0.064654406,0.81633902,0.998544574
Dapma7bEVm001806,-0.115921057,0.715501639,0.998544574
Dapma7bEVm001807,0.451295187,0.094965728,0.884692552
Dapma7bEVm001808,-0.311721284,0.248143515,0.997835001
Dapma7bEVm001809,-0.043799589,0.805245489,0.998544574
Dapma7bEVm001810,0.285953164,0.75849819,0.998544574
Dapma7bEVm001811,0.054333282,0.955352879,0.998544574
Dapma7bEVm001812,-0.271470813,0.219155035,0.994108888
Dapma7bEVm001814,-0.364909528,0.190342739,0.974950723
Dapma7bEVm001815,1.707243218,0.304409743,0.997835001
Dapma7bEVm001816,-0.1172669,0.737709104,0.998544574
Dapma7bEVm001817,0.203735536,0.658917979,0.998307779
Dapma7bEVm001818,-0.068713588,0.922458914,0.998544574
Dapma7bEVm001819,-0.060794604,0.687443768,0.998544574
Dapma7bEVm001820,0.56046891,0.296023198,0.997835001
Dapma7bEVm001821,0.011979469,0.978352651,0.998544574
Dapma7bEVm001822,0.302329644,0.156196391,0.951748095
Dapma7bEVm001823,0.093795677,0.653167411,0.997835001
Dapma7bEVm001824,-0.222307773,0.49697448,0.997835001
Dapma7bEVm001825,1.514794257,0.215745538,0.991607831
Dapma7bEVm001826,-0.335416132,0.490214963,0.997835001
Dapma7bEVm001827,-0.231188263,0.345332539,0.997835001
Dapma7bEVm001828,-0.271597652,0.78416664,0.998544574
Dapma7bEVm001829,-0.121832308,0.729965557,0.998544574
Dapma7bEVm001830,-0.091264166,0.431137201,0.997835001
Dapma7bEVm001831,0.169025638,0.40507217,0.997835001
Dapma7bEVm001832,0.260822794,0.398169673,0.997835001
Dapma7bEVm001833,-0.281805172,0.420380472,0.997835001
Dapma7bEVm001834,0.116007046,0.787855814,0.998544574
Dapma7bEVm001835,-0.019011657,0.947838402,0.998544574
Dapma7bEVm001836,0.321538541,0.713273425,0.998544574
Dapma7bEVm001837,0.13634935,0.817142762,0.998544574
Dapma7bEVm001838,0.265555814,0.375650865,0.997835001
Dapma7bEVm001839,-0.523995404,0.085611079,0.873293134
Dapma7bEVm001840,-0.492746959,0.245694961,0.997835001
Dapma7bEVm001841,-0.111295013,0.680565017,0.998544574
Dapma7bEVm001842,0.064698114,0.84144507,0.998544574
Dapma7bEVm001843,0.216461295,0.394399108,0.997835001
Dapma7bEVm001844,0.115781806,0.603351647,0.997835001
Dapma7bEVm001845,-4.43E-05,0.999938786,0.999938786
Dapma7bEVm001846,-0.226626652,0.606812365,0.997835001
Dapma7bEVm001847,-0.36784873,0.359692202,0.997835001
Dapma7bEVm001848,0.004159177,0.987365186,0.999369764
Dapma7bEVm001849,-0.091954257,0.895667545,0.998544574
Dapma7bEVm001850,0.127135386,0.486145371,0.997835001
Dapma7bEVm001851,-0.28809846,0.36876178,0.997835001
Dapma7bEVm001852,1.341656655,0.022274568,0.58015124
Dapma7bEVm001853,0.485997094,0.153870975,0.947726878
Dapma7bEVm001854,0.17566348,0.681293611,0.998544574
Dapma7bEVm001855,-0.472629397,0.286338826,0.997835001
Dapma7bEVm001856,0.066588991,0.807845134,0.998544574
Dapma7bEVm001857,0.447043656,0.022681552,0.585807538
Dapma7bEVm001858,0.353016401,0.769762946,0.998544574
Dapma7bEVm001859,-0.477003331,0.098832499,0.89576833
Dapma7bEVm001860,0.152957979,0.450036447,0.997835001
Dapma7bEVm001861,-0.402443972,0.087432068,0.873475793
Dapma7bEVm001862,-0.366519438,0.225034064,0.997835001
Dapma7bEVm001863,-0.433521737,0.673825077,0.998544574
Dapma7bEVm001864,-0.219096053,0.684070131,0.998544574
Dapma7bEVm001865,0.181927015,0.246460911,0.997835001
Dapma7bEVm001866,2.018027355,0.026077943,0.618487647
Dapma7bEVm001867,-0.060630259,0.66122818,0.998387735
Dapma7bEVm001868,-0.387199734,0.316153087,0.997835001
Dapma7bEVm001869,-0.046012091,0.901559609,0.998544574
Dapma7bEVm001870,-0.319263333,0.28659261,0.997835001
Dapma7bEVm001871,-0.272878121,0.480580431,0.997835001
Dapma7bEVm001872,-0.46848905,0.192389236,0.980744892
Dapma7bEVm001873,-0.293815045,0.072645907,0.844126466
Dapma7bEVm001874,0.089059069,0.732390438,0.998544574
Dapma7bEVm001875,-0.148142068,0.312628292,0.997835001
Dapma7bEVm001876,0.228409897,0.240001273,0.997835001
Dapma7bEVm001877,0.325067392,0.373328337,0.997835001
Dapma7bEVm001878,0.274609935,0.469579056,0.997835001
Dapma7bEVm001879,0.07741306,0.706787641,0.998544574
Dapma7bEVm001880,-0.234461311,0.533916743,0.997835001
Dapma7bEVm001881,-1.316879932,0.380091277,0.997835001
Dapma7bEVm001882,-0.05367675,0.675791902,0.998544574
Dapma7bEVm001883,1.18818702,0.419644543,0.997835001
Dapma7bEVm001884,-1.034149561,0.312104369,0.997835001
Dapma7bEVm001885,-0.14411944,0.544850979,0.997835001
Dapma7bEVm001886,0.043774959,0.916107586,0.998544574
Dapma7bEVm001887,0.123772125,0.37160614,0.997835001
Dapma7bEVm001888,1.356629137,0.040913458,0.731325246
Dapma7bEVm001889,0.335806728,0.464812129,0.997835001
Dapma7bEVm001890,-0.09009973,0.733661187,0.998544574
Dapma7bEVm001891,-0.470764339,0.250925075,0.997835001
Dapma7bEVm001893,0.284946066,0.4309788,0.997835001
Dapma7bEVm001894,-0.348484359,0.661470379,0.998387735
Dapma7bEVm001895,-0.00817008,0.985184275,0.999369764
Dapma7bEVm001896,0.105057905,0.607644069,0.997835001
Dapma7bEVm001897,0.008171111,0.939035419,0.998544574
Dapma7bEVm001898,-0.192601391,0.076148228,0.851180071
Dapma7bEVm001899,-0.016669326,0.930049022,0.998544574
Dapma7bEVm001900,0.675359745,0.090799769,0.876006131
Dapma7bEVm001901,-0.019842681,0.899357162,0.998544574
Dapma7bEVm001902,-0.060821098,0.879501653,0.998544574
Dapma7bEVm001903,0.059560453,0.775046207,0.998544574
Dapma7bEVm001904,0.336693428,0.064942528,0.825013886
Dapma7bEVm001906,0.064947079,0.768176558,0.998544574
Dapma7bEVm001907,0.04439562,0.912216065,0.998544574
Dapma7bEVm001908,0.253729712,0.471335671,0.997835001
Dapma7bEVm001909,-0.23226246,0.446465951,0.997835001
Dapma7bEVm001910,-0.068496111,0.575888156,0.997835001
Dapma7bEVm001911,0.289728258,0.211647081,0.99129443
Dapma7bEVm001912,0.147227643,0.626647483,0.997835001
Dapma7bEVm001913,0.019311434,0.962621362,0.998544574
Dapma7bEVm001914,0.413628366,0.424551383,0.997835001
Dapma7bEVm001915,0.015984203,0.943465631,0.998544574
Dapma7bEVm001916,-0.250540805,0.240126954,0.997835001
Dapma7bEVm001917,0.415784471,0.119266221,0.924889354
Dapma7bEVm001918,-0.324511871,0.34928166,0.997835001
Dapma7bEVm001919,-0.703292163,0.068697869,0.833980489
Dapma7bEVm001920,-0.110991339,0.755816793,0.998544574
Dapma7bEVm001921,0.223321609,0.499927767,0.997835001
Dapma7bEVm001922,-0.005064837,0.974586775,0.998544574
Dapma7bEVm001923,0.111286142,0.585483063,0.997835001
Dapma7bEVm001924,0.031739466,0.851888827,0.998544574
Dapma7bEVm001925,0.449924901,0.187139785,0.974249988
Dapma7bEVm001926,1.244424192,0.070581314,0.842554623
Dapma7bEVm001927,0.25819322,0.315024274,0.997835001
Dapma7bEVm001928,0.248465986,0.220604099,0.996705585
Dapma7bEVm001929,0.103526132,0.451287834,0.997835001
Dapma7bEVm001930,-0.260006295,0.612955468,0.997835001
Dapma7bEVm001931,0.137423126,0.578982887,0.997835001
Dapma7bEVm001932,0.360168266,0.206605143,0.990147509
Dapma7bEVm001933,-0.147200469,0.570982719,0.997835001
Dapma7bEVm001934,-0.287230466,0.227339053,0.997835001
Dapma7bEVm001935,-0.044002969,0.889774066,0.998544574
Dapma7bEVm001936,-0.138549075,0.565624441,0.997835001
Dapma7bEVm001937,-0.629907614,0.38546338,0.997835001
Dapma7bEVm001938,-0.096121108,0.593297322,0.997835001
Dapma7bEVm001939,0.35951881,0.300015311,0.997835001
Dapma7bEVm001940,-0.117978419,0.71022711,0.998544574
Dapma7bEVm001941,0.05988796,0.602723795,0.997835001
Dapma7bEVm001942,0.052187703,0.919147432,0.998544574
Dapma7bEVm001943,-0.100941104,0.730579677,0.998544574
Dapma7bEVm001944,-0.37178613,0.595370682,0.997835001
Dapma7bEVm001945,0.066395782,0.82174552,0.998544574
Dapma7bEVm001946,0.231521192,0.468959821,0.997835001
Dapma7bEVm001947,-0.863505111,0.073228432,0.844126466
Dapma7bEVm001948,0.088346103,0.665751712,0.998387735
Dapma7bEVm001949,0.245422787,0.234919413,0.997835001
Dapma7bEVm001950,-0.559972693,0.293401935,0.997835001
Dapma7bEVm001951,-0.304707062,0.364910889,0.997835001
Dapma7bEVm001952,-0.421655584,0.539512034,0.997835001
Dapma7bEVm001953,-1.528910927,0.060699639,0.810365639
Dapma7bEVm001954,0.100190423,0.705469416,0.998544574
Dapma7bEVm001955,0.051919351,0.805012648,0.998544574
Dapma7bEVm001956,-0.342846464,0.458684308,0.997835001
Dapma7bEVm001957,0.292175178,0.088554533,0.873475793
Dapma7bEVm001958,-0.059460416,0.781915515,0.998544574
Dapma7bEVm001959,-0.388509498,0.524810874,0.997835001
Dapma7bEVm001960,-0.55763264,0.089932616,0.874123183
Dapma7bEVm001961,-0.036131076,0.819431801,0.998544574
Dapma7bEVm001962,0.434415978,0.011168065,0.46892466
Dapma7bEVm001963,0.172475531,0.588458147,0.997835001
Dapma7bEVm001964,1.006251876,0.330517788,0.997835001
Dapma7bEVm001965,0.563213007,0.198035197,0.984876052
Dapma7bEVm001966,0.439290301,0.037769129,0.711264741
Dapma7bEVm001967,0.858110505,0.221927138,0.997523139
Dapma7bEVm001968,-0.067972256,0.87117142,0.998544574
Dapma7bEVm001969,0.100272204,0.740814195,0.998544574
Dapma7bEVm001970,0.096225701,0.622598869,0.997835001
Dapma7bEVm001971,0.275846854,0.340838302,0.997835001
Dapma7bEVm001972,0.096046101,0.668538965,0.998544574
Dapma7bEVm001973,-0.071313385,0.893170345,0.998544574
Dapma7bEVm001974,0.136882767,0.654352512,0.997835001
Dapma7bEVm001975,0.469271455,0.157150401,0.952678584
Dapma7bEVm001976,-0.376716244,0.077149682,0.852452839
Dapma7bEVm001977,0.35384206,0.250609835,0.997835001
Dapma7bEVm001978,0.631715639,0.480653718,0.997835001
Dapma7bEVm001979,0.04006224,0.718858411,0.998544574
Dapma7bEVm001980,0.249964624,0.176759061,0.967548166
Dapma7bEVm001981,0.013836727,0.956158901,0.998544574
Dapma7bEVm001982,0.54671452,0.226813614,0.997835001
Dapma7bEVm001983,-0.007000723,0.952995886,0.998544574
Dapma7bEVm001984,1.199939048,0.100487212,0.896682166
Dapma7bEVm001985,0.018295948,0.905513437,0.998544574
Dapma7bEVm001986,0.011593839,0.965890202,0.998544574
Dapma7bEVm001987,-0.672429619,0.081807239,0.861592708
Dapma7bEVm001988,0.278113718,0.272276451,0.997835001
Dapma7bEVm001989,0.235543596,0.509192666,0.997835001
Dapma7bEVm001990,-0.357852444,0.092261064,0.876418925
Dapma7bEVm001992,0.519754293,0.724107012,0.998544574
Dapma7bEVm001993,0.119958311,0.853412115,0.998544574
Dapma7bEVm001994,-1.164002644,0.379152544,0.997835001
Dapma7bEVm001995,0.357924463,0.17409099,0.965728374
Dapma7bEVm001996,-0.129937433,0.734067106,0.998544574
Dapma7bEVm001997,-0.758359643,0.074984728,0.846017678
Dapma7bEVm001998,0.524377418,0.419372662,0.997835001
