,log2FoldChange,pvalue,padj
Dapma7bEVm008421,-1.477897136,0.30770309,NA
Dapma7bEVm008424,-0.764981155,0.39196357,NA
Dapma7bEVm008428,-0.217959206,0.83180396,NA
Dapma7bEVm008431,0.039232184,0.911567718,0.984001552
Dapma7bEVm008432,0.024841098,0.950611739,0.991560848
Dapma7bEVm008433,0.332675288,0.228828231,0.690573403
Dapma7bEVm008434,-0.425925304,0.235905821,0.696307663
Dapma7bEVm008436,-0.760289745,0.104936557,NA
Dapma7bEVm008437,-2.952567324,0.199716634,NA
Dapma7bEVm008438,0.212213486,0.878752654,NA
Dapma7bEVm008441,-0.008417705,0.971831092,0.995963941
Dapma7bEVm008442,-0.608232276,0.213280252,NA
Dapma7bEVm008443,0.477869637,0.53332727,NA
Dapma7bEVm008444,0.06241407,0.93983872,NA
Dapma7bEVm008445,-0.164406594,0.642468422,0.922608564
Dapma7bEVm008446,0.233703943,0.834449301,NA
Dapma7bEVm008447,-0.651346521,0.5000727,NA
Dapma7bEVm008448,0.20457029,0.480521641,0.865813924
Dapma7bEVm008449,0.619562253,0.755055144,NA
Dapma7bEVm008454,0.898724612,0.312157278,NA
Dapma7bEVm008455,-0.935838549,0.43828436,NA
Dapma7bEVm008456,-0.301418155,0.435463094,0.841058813
Dapma7bEVm008457,0.173779577,0.604017957,0.912074241
Dapma7bEVm008458,-0.77004542,0.040839772,NA
Dapma7bEVm008460,-0.938934331,0.560571679,NA
Dapma7bEVm008463,-2.374123396,0.143957848,NA
Dapma7bEVm008465,-0.231836975,0.682521828,0.936058896
Dapma7bEVm008466,0.047580101,0.865167276,0.974951649
Dapma7bEVm008470,0.148894216,0.722064452,0.945007199
Dapma7bEVm008474,-0.123340142,0.826096556,NA
Dapma7bEVm008475,-0.101271055,0.615365071,0.914705155
Dapma7bEVm008476,0.642835075,0.218501188,0.67848581
Dapma7bEVm008477,-1.282866673,0.357475587,NA
Dapma7bEVm008478,0.178730633,0.807825535,NA
Dapma7bEVm008480,0.157068665,0.843081614,NA
Dapma7bEVm008483,-0.100066541,0.820130525,0.964779209
Dapma7bEVm008484,2.606515438,0.103670366,NA
Dapma7bEVm008485,-2.816539448,0.042033289,NA
Dapma7bEVm008486,-0.331160814,0.793002591,NA
Dapma7bEVm008489,-0.181232258,0.362365046,0.797653161
Dapma7bEVm008494,-0.822544876,0.178551754,0.631511456
Dapma7bEVm008495,-0.350820204,0.225541433,0.687344283
Dapma7bEVm008496,-0.78577999,0.600941009,NA
Dapma7bEVm008497,0.7700842,0.411950833,NA
Dapma7bEVm008501,-0.094728671,0.894899257,NA
Dapma7bEVm008502,-0.064663068,0.903344312,NA
Dapma7bEVm008504,-0.312485038,0.337553465,0.780244341
Dapma7bEVm008505,0.243615638,0.603756775,NA
Dapma7bEVm008506,-1.334501296,0.143313534,NA
Dapma7bEVm008512,0.042980709,0.960167537,NA
Dapma7bEVm008520,-0.561863593,0.317216928,0.764533166
Dapma7bEVm008521,-0.432764967,0.378360854,NA
Dapma7bEVm008522,-0.552538297,0.674757563,NA
Dapma7bEVm008525,-0.4906687,0.185010784,0.639756916
Dapma7bEVm008526,-1.156634824,0.394086735,NA
Dapma7bEVm008528,1.340094988,0.010305897,0.138990785
Dapma7bEVm008539,-0.429071772,0.451241283,NA
Dapma7bEVm008540,-0.75800699,0.649337125,NA
Dapma7bEVm008542,-0.06931381,0.960492852,NA
Dapma7bEVm008544,-0.282233281,0.652862389,NA
Dapma7bEVm008546,0.418876295,0.405326116,NA
Dapma7bEVm008548,-0.73805235,0.587432101,NA
Dapma7bEVm008551,0.974828406,0.01890457,0.202872503
Dapma7bEVm008552,0.100121622,0.8458747,NA
Dapma7bEVm008553,0.551391611,0.442783362,NA
Dapma7bEVm008554,1.710953448,0.103065887,NA
Dapma7bEVm008558,-0.451328983,0.243440963,NA
Dapma7bEVm008559,0.009991149,0.954207318,0.991962559
Dapma7bEVm008561,-0.135519959,0.910230752,NA
Dapma7bEVm008562,0.114958307,0.607165601,0.9122955
Dapma7bEVm008564,-0.109384189,0.607614663,0.9122955
Dapma7bEVm008566,0.439243603,0.278641626,0.732375471
Dapma7bEVm008567,-0.539410604,0.280801195,NA
Dapma7bEVm008569,1.14317453,0.003710257,0.070009514
Dapma7bEVm008570,0.215215486,0.731362981,NA
Dapma7bEVm008572,0.075216478,0.820596972,0.964779209
Dapma7bEVm008573,0.082663084,0.942466842,NA
Dapma7bEVm008574,-0.33424628,0.234904639,0.696307663
Dapma7bEVm008576,-0.501322363,0.362993973,NA
Dapma7bEVm008577,0.112709052,0.795155537,NA
Dapma7bEVm008578,-0.046168119,0.871363074,0.976136843
Dapma7bEVm008581,-0.793623483,0.111994224,0.53203952
Dapma7bEVm008583,-0.885499837,0.531292535,NA
Dapma7bEVm008585,0.115523453,0.919290149,NA
Dapma7bEVm008586,0.358143868,0.055933561,0.376578009
Dapma7bEVm008587,-0.021163138,0.938629462,0.990278372
Dapma7bEVm008589,-0.167615247,0.851214439,NA
Dapma7bEVm008591,0.387703136,0.546058444,NA
Dapma7bEVm008592,0.359961434,0.450219677,NA
Dapma7bEVm008593,0.409987657,0.378499601,NA
Dapma7bEVm008595,0.175152886,0.7035345,0.940978754
Dapma7bEVm008596,-0.310444777,0.767252305,NA
Dapma7bEVm008599,-0.660314349,0.545238754,NA
Dapma7bEVm008601,0.654511365,0.164125718,NA
Dapma7bEVm008602,-0.154316475,0.879081033,NA
Dapma7bEVm008603,0.166487862,0.247661449,0.704968388
Dapma7bEVm008604,-0.097566375,0.875696993,NA
Dapma7bEVm008606,-0.498611362,0.415241868,NA
Dapma7bEVm008609,0.524006142,0.363006756,NA
Dapma7bEVm008610,-0.593194677,0.747043223,NA
Dapma7bEVm008612,0.633297008,0.650600192,NA
Dapma7bEVm008613,0.46970943,0.401980563,NA
Dapma7bEVm008616,0.607292952,0.436995644,NA
Dapma7bEVm008617,0.709897852,0.442848734,NA
Dapma7bEVm008618,2.008355458,1.95E-07,1.79E-05
Dapma7bEVm008620,-0.149759511,0.745180769,NA
Dapma7bEVm008621,-2.583110244,0.102379131,NA
Dapma7bEVm008622,0.091679913,0.737093078,0.948821978
Dapma7bEVm008624,-0.179942155,0.521543611,0.884131587
Dapma7bEVm008625,0.008408428,0.949691873,0.991560848
Dapma7bEVm008627,-1.907724584,0.052099177,NA
Dapma7bEVm008629,-0.406752561,0.417902467,0.831594512
Dapma7bEVm008632,-0.644792107,0.666496606,NA
Dapma7bEVm008636,-0.154188965,0.676821838,NA
Dapma7bEVm008637,-0.306459704,0.436847149,NA
Dapma7bEVm008640,0.79595116,0.183954311,NA
Dapma7bEVm008644,-0.622252523,0.643180077,NA
Dapma7bEVm008645,-1.131781345,0.52495585,NA
Dapma7bEVm008647,0.360857948,0.472856787,NA
Dapma7bEVm008649,1.702540539,0.051450213,NA
Dapma7bEVm008650,-0.271008052,0.555570539,0.8962249
Dapma7bEVm008652,-1.049041534,0.338136697,NA
Dapma7bEVm008657,-0.143259269,0.838613244,NA
Dapma7bEVm008658,0.595590745,0.1682093,NA
Dapma7bEVm008659,-0.046733303,0.960417443,NA
Dapma7bEVm008660,-0.428244197,0.800054109,NA
Dapma7bEVm008661,0.024831749,0.973358102,NA
Dapma7bEVm008662,-0.147211284,0.64150212,0.922304138
Dapma7bEVm008664,-0.511858656,0.483691179,NA
Dapma7bEVm008665,-0.050779906,0.942702257,NA
Dapma7bEVm008668,-0.622670302,0.548628512,NA
Dapma7bEVm008671,0.685925704,0.569087101,NA
Dapma7bEVm008677,-0.301571151,0.777058057,NA
Dapma7bEVm008684,0.612374057,0.296308256,NA
Dapma7bEVm008685,1.269808512,0.203254879,NA
Dapma7bEVm008688,0.224761032,0.666888218,NA
Dapma7bEVm008689,1.006417872,0.145299913,0.586249582
Dapma7bEVm008692,1.034982956,0.271307891,NA
Dapma7bEVm008698,-0.800140864,0.326016128,NA
Dapma7bEVm008701,-0.404309074,0.692608795,NA
Dapma7bEVm008702,-0.678245306,0.018899468,0.202872503
Dapma7bEVm008705,0.746677285,0.444221035,NA
Dapma7bEVm008706,-0.428241565,0.667010348,NA
Dapma7bEVm008713,-0.643886827,0.491589497,NA
Dapma7bEVm008723,-0.843838807,0.378403011,NA
Dapma7bEVm008725,0.356449828,0.419561051,0.832470167
Dapma7bEVm008727,-0.421914253,0.169835522,0.621436022
Dapma7bEVm008730,-0.084049824,0.947047484,NA
Dapma7bEVm008731,-3.200517217,0.020852499,NA
Dapma7bEVm008746,0.137542485,0.859999982,NA
Dapma7bEVm008751,0.751785776,0.622873968,NA
Dapma7bEVm008754,-0.962201984,0.199272921,NA
Dapma7bEVm008755,0.424278889,0.804663058,NA
Dapma7bEVm008766,-0.497587311,0.565111735,NA
Dapma7bEVm008767,0.319745924,0.521219594,NA
Dapma7bEVm008770,-1.853858272,0.032396648,NA
Dapma7bEVm008773,-0.524236528,0.578516172,NA
Dapma7bEVm008774,0.630922322,0.69771451,NA
Dapma7bEVm008775,0.311334754,0.194799957,0.651104658
Dapma7bEVm008776,0.184359354,0.630994446,0.918444319
Dapma7bEVm008778,-0.519546341,0.301045941,NA
Dapma7bEVm008779,0.140870599,0.751477446,0.951918699
Dapma7bEVm008780,-0.207772869,0.820799278,NA
Dapma7bEVm008781,-1.27461884,0.225777898,NA
Dapma7bEVm008783,0.459858447,0.546044067,NA
Dapma7bEVm008784,0.038431308,0.971320938,NA
Dapma7bEVm008785,0.376845021,0.329704161,0.773883876
Dapma7bEVm008786,-0.976911669,0.552163316,NA
Dapma7bEVm008788,0.072311697,0.803381539,0.961592451
Dapma7bEVm008790,-0.15165808,0.616147462,0.914960668
Dapma7bEVm008791,-0.39266565,0.429789301,NA
Dapma7bEVm008792,1.138308632,0.345236627,NA
Dapma7bEVm008795,-0.007388443,0.99374014,NA
Dapma7bEVm008797,0.156401685,0.823784638,NA
Dapma7bEVm008798,-0.528475466,0.094120147,0.491086725
Dapma7bEVm008800,-0.384058258,0.70870953,NA
Dapma7bEVm008801,0.124906056,0.852323867,NA
Dapma7bEVm008803,-0.57020436,0.718984589,NA
Dapma7bEVm008804,-0.959394896,0.4581154,NA
Dapma7bEVm008806,0.091161889,0.846500618,0.972106564
Dapma7bEVm008807,-0.94927497,0.343415511,NA
Dapma7bEVm008810,-1.290519538,0.360412303,NA
Dapma7bEVm008811,0.58196233,0.408249187,NA
Dapma7bEVm008812,-0.306929622,0.84456658,NA
Dapma7bEVm008813,-0.600882693,0.714233548,NA
Dapma7bEVm008815,0.255634743,0.344217505,0.783861645
Dapma7bEVm008816,-0.074867393,0.963815197,NA
Dapma7bEVm008817,0.386156224,0.377226826,0.80751129
Dapma7bEVm008820,-0.038075606,0.921325746,0.985820597
Dapma7bEVm008822,-0.178139908,0.779751954,NA
Dapma7bEVm008823,-1.222247457,0.338716102,NA
Dapma7bEVm008825,-0.21477067,0.735085217,NA
Dapma7bEVm008826,-1.714464732,0.130240104,NA
Dapma7bEVm008834,-0.590405125,0.469918977,NA
Dapma7bEVm008836,-0.680105261,0.705520606,NA
Dapma7bEVm008837,0.70123015,0.003900542,0.072846244
Dapma7bEVm008843,-0.399418723,0.686154654,NA
Dapma7bEVm008844,-0.357828034,0.573440534,NA
Dapma7bEVm008846,-0.162959314,0.707037803,0.941905402
Dapma7bEVm008852,-0.104081423,0.767031671,0.956341445
Dapma7bEVm008853,-0.638887516,0.332119266,NA
Dapma7bEVm008855,-0.318316685,0.53779941,0.890365635
Dapma7bEVm008857,-0.094198019,0.921650415,NA
Dapma7bEVm008862,-0.757447976,0.50412662,NA
Dapma7bEVm008865,0.50181774,0.671482923,NA
Dapma7bEVm008866,-0.463080432,0.418046308,NA
Dapma7bEVm008867,1.081441053,0.11127863,NA
Dapma7bEVm008870,-0.967287413,0.553283018,NA
Dapma7bEVm008871,-0.749979956,0.457731063,NA
Dapma7bEVm008872,0.409990359,0.370713505,NA
Dapma7bEVm008874,-0.886414956,0.266735494,NA
Dapma7bEVm008879,0.617320321,0.673521952,NA
Dapma7bEVm008880,3.15093767,0.040510905,NA
Dapma7bEVm008881,-0.386738753,0.464933802,NA
Dapma7bEVm008882,-0.273124881,0.55429675,0.8962249
Dapma7bEVm008884,0.433587727,0.10910243,0.526609122
Dapma7bEVm008888,-0.324861951,0.202409123,0.658284359
Dapma7bEVm008891,-0.110674094,0.825642086,NA
Dapma7bEVm008893,0.185338961,0.860865969,NA
Dapma7bEVm008895,-0.385155903,0.364295316,0.799420613
Dapma7bEVm008896,-0.078945231,0.745750085,0.950272967
Dapma7bEVm008898,0.198086717,0.569503628,0.900764581
Dapma7bEVm008899,0.176384887,0.558877242,0.896797781
Dapma7bEVm008900,-4.795778173,0.000679844,NA
Dapma7bEVm008903,-2.683597393,0.045326642,NA
Dapma7bEVm008907,-0.820282956,0.412659318,NA
Dapma7bEVm008909,-0.729444304,0.375240771,NA
Dapma7bEVm008913,-0.64400942,0.47957729,NA
Dapma7bEVm008916,0.215299231,0.851144807,NA
Dapma7bEVm008917,-0.325908406,0.434613275,0.840581584
Dapma7bEVm008919,0.064737636,0.871562658,0.976136843
Dapma7bEVm008921,1.504970646,0.132569659,NA
Dapma7bEVm008923,1.241130723,0.196263624,NA
Dapma7bEVm008927,3.310564469,0.043996059,0.329761219
Dapma7bEVm008931,0.090898296,0.813148625,0.96281511
Dapma7bEVm008933,-0.226278391,0.462209049,0.857697123
Dapma7bEVm008936,0.108926481,0.938009093,NA
Dapma7bEVm008937,0.175394223,0.821916782,NA
Dapma7bEVm008941,0.746419684,0.299745352,NA
Dapma7bEVm008943,-0.327795989,0.77416255,NA
Dapma7bEVm008951,-0.663763837,0.680344633,NA
Dapma7bEVm008953,0.132351151,0.906945748,NA
Dapma7bEVm008966,-0.703610924,0.689574239,NA
Dapma7bEVm008968,-0.04758769,0.980377319,NA
Dapma7bEVm008969,-0.041552713,0.911831035,0.984001552
Dapma7bEVm008972,-0.074389517,0.937412549,NA
Dapma7bEVm008974,-0.645751337,0.580431023,NA
Dapma7bEVm008977,-0.353617845,0.346302112,0.786100919
Dapma7bEVm008981,1.371720051,0.19316682,NA
Dapma7bEVm008984,1.090726138,0.452566069,NA
Dapma7bEVm008990,-0.618050742,0.276083181,NA
Dapma7bEVm008995,-0.258406318,0.750058313,NA
Dapma7bEVm008996,0.451144274,0.338028137,0.780488723
Dapma7bEVm008999,-2.057055834,0.214239987,NA
Dapma7bEVm009004,-2.365363752,0.007645271,NA
Dapma7bEVm009010,-0.253056062,0.666576686,NA
Dapma7bEVm009014,0.201838786,0.564766008,0.898515373
Dapma7bEVm009016,0.312906914,0.790959315,NA
Dapma7bEVm009020,-0.550162683,0.658505296,NA
Dapma7bEVm009025,0.135540768,0.902096078,0.980746264
Dapma7bEVm009029,-0.6467684,0.51997955,NA
Dapma7bEVm009032,0.060691964,0.971465989,NA
Dapma7bEVm009036,-0.230281787,0.621622592,NA
Dapma7bEVm009039,-2.715183592,0.085973504,NA
Dapma7bEVm009040,-0.096359742,0.930239635,NA
Dapma7bEVm009041,-0.247198309,0.489693789,0.871002046
Dapma7bEVm009042,0.720339929,0.121660053,0.548082083
Dapma7bEVm009043,-0.760042233,0.021262632,0.217220885
Dapma7bEVm009048,-1.514907108,0.383771132,NA
Dapma7bEVm009049,0.515382015,0.000408283,0.012689103
Dapma7bEVm009051,-0.093919311,0.826249853,NA
Dapma7bEVm009052,-0.551188053,0.62323003,NA
Dapma7bEVm009053,-1.250678241,0.377655088,NA
Dapma7bEVm009054,1.091334689,0.428360183,NA
Dapma7bEVm009060,0.476192835,0.196803249,0.654472705
Dapma7bEVm009061,-0.772320095,0.049339325,0.352838365
Dapma7bEVm009063,6.573701532,0.000500048,NA
Dapma7bEVm009064,-0.063366798,0.805738649,0.961784623
Dapma7bEVm009067,0.580412376,0.516481668,NA
Dapma7bEVm009074,0.601209733,0.101037061,0.511192265
Dapma7bEVm009076,-1.177790379,0.12536556,NA
Dapma7bEVm009078,2.12389299,0.156888144,NA
Dapma7bEVm009079,-1.460827297,0.033468945,NA
Dapma7bEVm009083,0.362592548,0.654168669,NA
Dapma7bEVm009085,-0.832551056,0.061202697,NA
Dapma7bEVm009092,-0.116595694,0.844775991,NA
Dapma7bEVm009094,-0.191341996,0.615668785,0.914705155
Dapma7bEVm009095,0.535545748,0.043047438,0.327116526
Dapma7bEVm009097,2.23454794,0.136253675,NA
Dapma7bEVm009099,-0.097088912,0.730019338,0.947248677
Dapma7bEVm009100,0.245373944,0.59724997,NA
Dapma7bEVm009101,0.028487614,0.945914017,0.991560848
Dapma7bEVm009103,0.380351421,0.810137206,NA
Dapma7bEVm009105,1.221737173,0.217784445,NA
Dapma7bEVm009107,-0.427926892,0.520919578,NA
Dapma7bEVm009108,-0.120378663,0.809058834,0.961784623
Dapma7bEVm009113,-0.147124341,0.678944005,0.93529632
Dapma7bEVm009114,-0.344658731,0.709021543,NA
Dapma7bEVm009115,1.160596269,0.000302438,0.010033099
Dapma7bEVm009118,0.594279909,0.074128105,0.43704072
Dapma7bEVm009119,-0.307987417,0.595145278,NA
Dapma7bEVm009120,-1.814732542,0.231852488,NA
Dapma7bEVm009124,0.218573752,0.778863332,NA
Dapma7bEVm009127,-0.625346449,0.511931057,NA
Dapma7bEVm009130,0.16649772,0.930994058,NA
Dapma7bEVm009139,-0.086444259,0.809972888,0.961784623
Dapma7bEVm009149,0.789108361,0.51771773,NA
Dapma7bEVm009152,-0.574335234,0.362949153,NA
Dapma7bEVm009158,-0.397086256,0.145557405,0.586249582
Dapma7bEVm009162,0.100327998,0.912000136,NA
Dapma7bEVm009163,0.968959937,0.394304417,NA
Dapma7bEVm009166,2.238306153,0.142367907,NA
Dapma7bEVm009167,-0.205832326,0.364587509,0.799559106
Dapma7bEVm009176,-0.769343501,0.072555868,NA
Dapma7bEVm009177,-0.103915951,0.745606608,0.950272967
Dapma7bEVm009178,-1.68669103,0.417146519,NA
Dapma7bEVm009179,0.748615106,0.373120659,NA
Dapma7bEVm009183,0.489378078,0.492031434,NA
Dapma7bEVm009185,-1.913435681,0.136729682,NA
Dapma7bEVm009186,0.834445463,0.357965795,NA
Dapma7bEVm009189,0.323477059,0.699399216,NA
Dapma7bEVm009193,-0.04080418,0.974961726,NA
Dapma7bEVm009207,0.057455543,0.957180117,NA
Dapma7bEVm009209,-0.975106245,0.212098502,NA
Dapma7bEVm009210,0.662174498,0.348499875,NA
Dapma7bEVm009216,1.226692433,0.48518624,NA
Dapma7bEVm009219,0.371139498,0.344116135,0.783861645
Dapma7bEVm009227,1.11327299,0.166470539,NA
Dapma7bEVm009228,0.534366183,0.657934706,NA
Dapma7bEVm009233,-0.449355469,0.628097093,NA
Dapma7bEVm009234,0.262773723,0.716985236,NA
Dapma7bEVm009247,-0.266086915,0.75347514,NA
Dapma7bEVm009250,1.826741052,0.135660204,NA
Dapma7bEVm009254,-0.881417886,0.540038347,0.891655559
Dapma7bEVm009255,0.688851788,0.288961971,NA
Dapma7bEVm009262,0.381619802,0.496168912,0.874202369
Dapma7bEVm009265,0.225110275,0.879311616,NA
Dapma7bEVm009268,0.195242215,0.739248617,0.950159451
Dapma7bEVm009270,0.218814279,0.892194006,NA
Dapma7bEVm009273,0.237848392,0.854313578,NA
Dapma7bEVm009274,-0.15655168,0.747207466,NA
Dapma7bEVm009275,0.4988078,0.758663903,NA
Dapma7bEVm009281,-0.589752849,0.454872766,NA
Dapma7bEVm009283,0.268706611,0.641371644,NA
Dapma7bEVm009284,-0.598262216,0.602834055,NA
Dapma7bEVm009286,-0.046601593,0.972762888,NA
Dapma7bEVm009288,-0.827331111,0.546579141,NA
Dapma7bEVm009289,0.180218562,0.774062809,NA
Dapma7bEVm009290,0.100773397,0.84045222,NA
Dapma7bEVm009291,0.785114569,0.113842211,NA
Dapma7bEVm009292,-0.892355387,0.316924981,NA
Dapma7bEVm009294,-1.095887388,0.340942348,NA
Dapma7bEVm009296,-0.179606745,0.59185341,0.908515651
Dapma7bEVm009297,0.126699524,0.91355766,NA
Dapma7bEVm009298,-0.760175033,0.338312446,NA
Dapma7bEVm009301,0.129836158,0.843072919,NA
Dapma7bEVm009305,0.121658979,0.867507309,NA
Dapma7bEVm009314,0.667071874,0.014473766,0.172509456
Dapma7bEVm009315,-1.513084486,0.340699991,NA
Dapma7bEVm009317,-0.122415096,0.921020544,NA
Dapma7bEVm009323,0.030088832,0.973164257,NA
Dapma7bEVm009325,0.311100045,0.595732231,NA
Dapma7bEVm009326,-0.043496682,0.877088905,0.976136843
Dapma7bEVm009327,-0.609787825,0.721260732,NA
Dapma7bEVm009328,0.089513392,0.899001402,NA
Dapma7bEVm009332,0.427853879,0.77608679,NA
Dapma7bEVm009333,-0.353867617,0.615119336,NA
Dapma7bEVm009336,-0.199527799,0.869556771,NA
Dapma7bEVm009337,0.504050506,0.589748196,NA
Dapma7bEVm009339,-0.438518598,0.744852371,NA
Dapma7bEVm009340,-0.325608884,0.415195001,0.830730729
Dapma7bEVm009343,-0.086478196,0.806767852,0.961784623
Dapma7bEVm009344,-0.79889557,0.300055125,NA
Dapma7bEVm009345,-0.442306385,0.627683516,NA
Dapma7bEVm009346,-0.575523094,0.631829146,NA
Dapma7bEVm009348,-0.422691211,0.28825685,NA
Dapma7bEVm009349,-0.054898862,0.880239938,0.976641705
Dapma7bEVm009351,-1.028374418,0.042718713,0.326627353
Dapma7bEVm009353,0.13533277,0.753708349,0.952312776
Dapma7bEVm009368,-0.179534796,0.724355911,0.945198333
Dapma7bEVm009377,-0.057885262,0.939533849,NA
Dapma7bEVm009379,0.230822824,0.868558125,NA
Dapma7bEVm009388,0.307293297,0.58453499,NA
Dapma7bEVm009390,-0.283632178,0.412176946,0.828442563
Dapma7bEVm009393,-0.041907518,0.944188704,NA
Dapma7bEVm009406,-0.440882147,0.78821095,NA
Dapma7bEVm009408,-1.190622959,0.346327983,NA
Dapma7bEVm009414,-0.310251847,0.514800401,NA
Dapma7bEVm009415,1.474978124,0.009238955,NA
Dapma7bEVm009417,-0.394950683,0.68684476,NA
Dapma7bEVm009418,-0.529516302,0.740334145,NA
Dapma7bEVm009420,0.831900943,0.05095567,NA
Dapma7bEVm009422,0.083339743,0.891185525,0.97902678
Dapma7bEVm009423,0.235804373,0.89802138,NA
Dapma7bEVm009424,0.415178928,0.77932881,NA
Dapma7bEVm009433,0.096144593,0.928419191,NA
Dapma7bEVm009436,1.058396962,0.464115947,NA
Dapma7bEVm009438,-0.64987442,0.632230885,NA
Dapma7bEVm009440,-1.227793978,0.458319147,NA
Dapma7bEVm009443,-0.363058473,0.806879938,NA
Dapma7bEVm009446,0.578187244,0.162846379,0.610637509
Dapma7bEVm009447,-0.005125016,0.979698322,0.997181633
Dapma7bEVm009448,-0.236865267,0.383649262,0.809484453
Dapma7bEVm009449,0.363599291,0.319667514,0.764793518
Dapma7bEVm009450,-0.011254275,0.954378662,0.991962559
Dapma7bEVm009451,0.148523453,0.505497779,0.876547521
Dapma7bEVm009452,0.343774501,0.12566786,0.554301125
Dapma7bEVm009453,1.232474013,0.247604172,NA
Dapma7bEVm009454,-0.458588859,0.304392203,0.75499195
Dapma7bEVm009455,-1.09595478,0.353587978,NA
Dapma7bEVm009457,-0.022851702,0.952199871,0.991578604
Dapma7bEVm009458,-1.244021524,0.291366152,NA
Dapma7bEVm009459,-0.027676805,0.952297105,NA
Dapma7bEVm009460,0.303610623,0.255468869,0.711400547
Dapma7bEVm009461,0.236674107,0.249309309,0.70603069
Dapma7bEVm009462,-0.047511706,0.840797444,0.969382447
Dapma7bEVm009463,0.191946109,0.506839008,0.876636617
Dapma7bEVm009464,0.377158693,0.1169513,0.540019295
Dapma7bEVm009466,0.376419008,0.066310473,0.410707581
Dapma7bEVm009467,0.13491772,0.811722737,0.962669243
Dapma7bEVm009468,0.484686959,0.000310617,0.010230558
Dapma7bEVm009469,0.436812552,0.060470081,0.391628913
Dapma7bEVm009470,-0.100852965,0.68307431,0.936058896
Dapma7bEVm009471,-0.205605501,0.356073409,0.791998095
Dapma7bEVm009472,-0.028077635,0.882996283,0.97820868
Dapma7bEVm009473,-0.197382012,0.339583782,0.780911909
Dapma7bEVm009474,0.120426828,0.717565937,0.944285484
Dapma7bEVm009475,0.735939625,0.638216812,NA
Dapma7bEVm009476,-0.158970167,0.474776518,0.863409568
Dapma7bEVm009477,-0.174926673,0.669076667,0.931929159
Dapma7bEVm009478,0.53725006,0.001044381,0.026530394
Dapma7bEVm009479,-0.033004082,0.840963751,0.969382447
Dapma7bEVm009481,0.719082407,0.028531967,0.259583014
Dapma7bEVm009482,0.115662944,0.808729241,0.961784623
Dapma7bEVm009483,0.158580977,0.850678344,NA
Dapma7bEVm009484,-0.362111501,0.537698423,NA
Dapma7bEVm009485,0.227766453,0.275205657,0.730831561
Dapma7bEVm009486,0.329913697,0.330230242,0.773883876
Dapma7bEVm009487,-0.431199381,0.106164303,0.521326149
Dapma7bEVm009488,0.828863265,0.006899213,0.105408084
Dapma7bEVm009489,0.158238634,0.510498085,0.879064894
Dapma7bEVm009490,0.619579399,0.08083082,0.456450088
Dapma7bEVm009491,0.227025005,0.26397891,0.719327736
Dapma7bEVm009492,-0.104004217,0.677832477,0.934751965
Dapma7bEVm009493,-3.64464411,7.64E-05,0.003309204
Dapma7bEVm009494,-0.16284431,0.324635759,0.770184085
Dapma7bEVm009495,0.60942823,0.007301865,0.110505959
Dapma7bEVm009496,0.41986289,0.761782409,NA
Dapma7bEVm009497,0.599279495,0.030431449,0.269686999
Dapma7bEVm009498,-0.644155331,0.472027818,NA
Dapma7bEVm009499,-0.667308695,0.549208493,NA
Dapma7bEVm009500,1.551104391,0.145792119,NA
Dapma7bEVm009501,0.134535699,0.604168303,0.912074241
Dapma7bEVm009502,0.763343773,0.293530735,NA
Dapma7bEVm009503,-3.211491896,1.46E-08,NA
Dapma7bEVm009504,-0.013610188,0.949816584,0.991560848
Dapma7bEVm009505,0.340596187,0.099463171,0.508534135
Dapma7bEVm009506,0.369993321,0.23905238,0.697713848
Dapma7bEVm009507,0.548011968,0.229728895,0.690573403
Dapma7bEVm009508,0.326874539,0.028006414,0.256537915
Dapma7bEVm009509,-0.143275501,0.49228731,0.872239228
Dapma7bEVm009510,-5.593353557,0.01785921,NA
Dapma7bEVm009511,0.171290766,0.715569539,NA
Dapma7bEVm009512,-0.088035657,0.723025696,0.945007199
Dapma7bEVm009513,-0.153564864,0.933783464,NA
Dapma7bEVm009514,0.081689086,0.708182586,0.942413883
Dapma7bEVm009515,-0.150178542,0.471613557,0.861066589
Dapma7bEVm009516,0.200539915,0.220936269,0.680912463
Dapma7bEVm009517,1.601885007,0.037572802,NA
Dapma7bEVm009518,-0.024909505,0.905691488,0.982464572
Dapma7bEVm009519,-1.220964928,0.33276789,NA
Dapma7bEVm009520,-0.117278912,0.380863981,0.808622296
Dapma7bEVm009521,0.11864199,0.798489033,0.959643642
Dapma7bEVm009522,-0.292586975,0.132691444,0.57018946
Dapma7bEVm009523,0.022641258,0.969823515,NA
Dapma7bEVm009524,0.29511853,0.539630409,0.891353801
Dapma7bEVm009526,-0.086391803,0.870000852,NA
Dapma7bEVm009527,-0.14960331,0.65964716,0.929324699
Dapma7bEVm009528,0.562270237,0.498253949,0.875338792
Dapma7bEVm009529,0.106683726,0.53590776,0.890365635
Dapma7bEVm009530,-0.597988019,0.006221514,0.099520841
Dapma7bEVm009531,0.606980683,0.020180628,0.212440271
Dapma7bEVm009532,0.593149206,0.016376846,0.186818979
Dapma7bEVm009533,-0.246828055,0.450085381,0.850783338
Dapma7bEVm009534,-0.438679979,0.003686221,0.070009514
Dapma7bEVm009535,0.308419746,0.119164073,0.54369316
Dapma7bEVm009536,0.689448021,0.582002414,NA
