,log2FoldChange,pvalue,padj
Dapma7bEVm001857,0.693439124,0.000405159,0.012676114
Dapma7bEVm001858,0.140859883,0.90705522,NA
Dapma7bEVm001859,-0.626182635,0.030086793,0.268361883
Dapma7bEVm001860,0.014939176,0.941118966,0.990710614
Dapma7bEVm001861,-0.884579523,0.000185684,0.006724121
Dapma7bEVm001862,-0.568642229,0.059799721,0.390556891
Dapma7bEVm001863,-0.627059281,0.54262462,NA
Dapma7bEVm001864,-0.151868511,0.777133221,NA
Dapma7bEVm001865,-0.018034234,0.908532071,0.983814714
Dapma7bEVm001866,0.824074338,0.365022447,0.799984811
Dapma7bEVm001867,0.137906274,0.315332843,0.762569621
Dapma7bEVm001868,0.06446776,0.86624372,0.975223629
Dapma7bEVm001869,0.234140548,0.527155822,0.887021639
Dapma7bEVm001870,-0.391637671,0.190548974,0.64373631
Dapma7bEVm001871,-0.052468459,0.891598464,0.97902678
Dapma7bEVm001872,-0.368801995,0.300649534,NA
Dapma7bEVm001873,-1.013824776,1.03E-09,1.68E-07
Dapma7bEVm001874,-0.010383823,0.968144688,0.995788437
Dapma7bEVm001875,-0.282869549,0.053552381,0.367749486
Dapma7bEVm001876,0.362639704,0.061504784,0.395636043
Dapma7bEVm001877,-0.082555081,0.821429042,0.965111997
Dapma7bEVm001878,-0.06713396,0.859888945,0.974034485
Dapma7bEVm001879,0.058370782,0.775945756,0.956341445
Dapma7bEVm001880,-0.660593912,0.080514122,0.455568604
Dapma7bEVm001881,-0.687070092,0.642800641,NA
Dapma7bEVm001882,0.067743413,0.59561199,0.908948229
Dapma7bEVm001883,1.644099231,0.263831683,0.71915683
Dapma7bEVm001884,-0.752063002,0.460908761,NA
Dapma7bEVm001885,0.001808829,0.993904718,0.99836826
Dapma7bEVm001886,-0.021408396,0.958801242,NA
Dapma7bEVm001887,0.191928364,0.164336603,0.61217959
Dapma7bEVm001888,0.51190847,0.443764791,NA
Dapma7bEVm001889,-0.111533254,0.80920666,NA
Dapma7bEVm001890,-0.192347283,0.466837474,0.859831711
Dapma7bEVm001891,-0.162348782,0.690183894,0.938205937
Dapma7bEVm001893,0.756737391,0.035341687,0.29399585
Dapma7bEVm001894,-0.096741793,0.902509093,NA
Dapma7bEVm001895,-0.841520693,0.058181936,0.385914479
Dapma7bEVm001896,0.075128492,0.712711167,0.942675167
Dapma7bEVm001897,0.257196395,0.015884333,0.183662598
Dapma7bEVm001898,-0.004238587,0.968807684,0.995788437
Dapma7bEVm001899,-0.059689974,0.75246353,0.951918699
Dapma7bEVm001900,0.207692213,0.604522231,0.912074241
Dapma7bEVm001901,0.135772295,0.385905271,0.811478591
Dapma7bEVm001902,-0.150609844,0.707004138,0.941905402
Dapma7bEVm001903,-0.1366747,0.511930781,0.880107262
Dapma7bEVm001904,0.687037175,0.00014283,0.005511097
Dapma7bEVm001906,0.123573355,0.572898796,0.90139025
Dapma7bEVm001907,0.08162709,0.838743514,0.968481316
Dapma7bEVm001908,1.639835122,3.11E-06,0.00020331
Dapma7bEVm001909,-0.389783071,0.201132018,0.657428706
Dapma7bEVm001910,-0.303748993,0.013207052,0.163603133
Dapma7bEVm001911,0.268472578,0.245140171,0.704643759
Dapma7bEVm001912,0.017345653,0.954250879,0.991962559
Dapma7bEVm001913,-0.185697109,0.652272421,0.926993704
Dapma7bEVm001914,0.183956555,0.722574525,NA
Dapma7bEVm001915,-0.314368508,0.163332421,0.610963525
Dapma7bEVm001916,-0.076990885,0.717228899,0.944285484
Dapma7bEVm001917,0.340568829,0.201163724,0.657428706
Dapma7bEVm001918,-0.079123038,0.816664848,NA
Dapma7bEVm001919,-0.318124728,0.402715917,NA
Dapma7bEVm001920,-0.54687119,0.126808395,0.55675838
Dapma7bEVm001921,0.08078901,0.807016714,0.961784623
Dapma7bEVm001922,-0.115696995,0.466215501,0.859831711
Dapma7bEVm001923,0.181510308,0.37282343,0.804651101
Dapma7bEVm001924,0.464459916,0.005893025,0.096768684
Dapma7bEVm001925,-0.58903819,0.089348528,0.476642887
Dapma7bEVm001926,1.833872766,0.007549133,0.112707237
Dapma7bEVm001927,0.292360832,0.25260254,0.709094708
Dapma7bEVm001928,0.129553373,0.52230973,0.884361914
Dapma7bEVm001929,0.088954869,0.516327539,0.882121765
Dapma7bEVm001930,-0.057251278,0.910751085,NA
Dapma7bEVm001931,1.211935476,6.85E-07,5.30E-05
Dapma7bEVm001932,0.527933105,0.06172642,0.396067918
Dapma7bEVm001933,-0.520249175,0.045967423,0.338979867
Dapma7bEVm001934,0.364753072,0.124924099,0.554301125
Dapma7bEVm001935,0.339141905,0.278711044,0.732375471
Dapma7bEVm001936,-0.092500962,0.70045424,0.940586474
Dapma7bEVm001937,0.038267155,0.957466735,NA
Dapma7bEVm001938,-0.046285043,0.796396369,0.959643642
Dapma7bEVm001939,0.416551623,0.227775297,0.69005617
Dapma7bEVm001940,-0.681619425,0.032818758,0.280019451
Dapma7bEVm001941,0.222954008,0.051920307,0.361199323
Dapma7bEVm001942,0.088873035,0.862351354,NA
Dapma7bEVm001943,0.161606489,0.580464212,0.904100988
Dapma7bEVm001944,0.502562929,0.467434373,NA
Dapma7bEVm001945,-0.137126671,0.641711257,0.922304138
Dapma7bEVm001946,0.189776253,0.551843344,0.896057112
Dapma7bEVm001947,-0.337829439,0.479333861,0.8654025
Dapma7bEVm001948,-0.029469519,0.885255914,0.979022792
Dapma7bEVm001949,0.362011283,0.077798081,0.447446361
Dapma7bEVm001950,-0.494598371,0.35001814,NA
Dapma7bEVm001951,-0.422225861,0.208826011,0.669344391
Dapma7bEVm001952,-0.664288503,0.334134482,NA
Dapma7bEVm001953,-1.916151482,0.019418027,NA
Dapma7bEVm001954,-0.167140159,0.528685616,0.887021639
Dapma7bEVm001955,0.06810742,0.744941436,0.950272967
Dapma7bEVm001956,-0.28069704,0.542630209,0.892967851
Dapma7bEVm001957,0.187036535,0.274737043,0.730831561
Dapma7bEVm001958,-0.129352524,0.546502103,0.893881679
Dapma7bEVm001959,-0.975176181,0.113843464,NA
Dapma7bEVm001960,-0.431096714,0.188197003,0.64139227
Dapma7bEVm001961,-0.095269013,0.546736775,0.893881679
Dapma7bEVm001962,0.424138526,0.012861949,0.161263679
Dapma7bEVm001963,0.151777701,0.632513686,0.918525776
Dapma7bEVm001964,1.453441273,0.159833077,0.604793012
Dapma7bEVm001965,0.35852947,0.412609417,0.828724602
Dapma7bEVm001966,0.351570817,0.095713067,0.495750577
Dapma7bEVm001967,0.152807099,0.82854547,NA
Dapma7bEVm001968,-0.223078168,0.594340389,0.90872076
Dapma7bEVm001969,-0.00701439,0.981519474,0.997379177
Dapma7bEVm001970,-0.106622883,0.585570997,0.905063342
Dapma7bEVm001971,0.081714566,0.777797595,0.956341445
Dapma7bEVm001972,0.314657969,0.159166453,0.603901997
Dapma7bEVm001973,0.071764386,0.89204385,NA
Dapma7bEVm001974,0.930842062,0.002228802,0.04706477
Dapma7bEVm001975,1.20199132,0.000276281,0.009442369
Dapma7bEVm001976,-0.223732686,0.291499904,0.743573353
Dapma7bEVm001977,0.267981999,0.383425798,0.809484453
Dapma7bEVm001978,0.409236185,0.647831012,NA
Dapma7bEVm001979,-0.05518976,0.61989697,0.915434051
Dapma7bEVm001980,0.028244532,0.878714085,0.976136843
Dapma7bEVm001981,-0.183255485,0.46654478,0.859831711
Dapma7bEVm001982,-0.15636508,0.731539537,NA
Dapma7bEVm001983,-0.084057097,0.47883413,0.865341224
Dapma7bEVm001984,0.041038779,0.955921593,NA
Dapma7bEVm001985,0.017287704,0.910244956,0.984001552
Dapma7bEVm001986,-0.27481021,0.311230472,0.759338107
Dapma7bEVm001987,-1.338989634,0.000562499,0.016563539
Dapma7bEVm001988,-0.09369322,0.712439814,0.942675167
Dapma7bEVm001989,-0.140125613,0.695518806,0.940586474
Dapma7bEVm001990,-0.803270358,0.000166806,0.006206036
Dapma7bEVm001992,-0.959159531,0.516005252,NA
Dapma7bEVm001993,0.162950456,0.801511148,NA
Dapma7bEVm001994,-0.283000429,0.828230351,NA
Dapma7bEVm001995,-0.142748465,0.589588523,0.907633561
Dapma7bEVm001996,-0.461021445,0.229085295,0.690573403
Dapma7bEVm001997,-0.999993072,0.018950175,0.203105781
Dapma7bEVm001998,-0.191341378,0.768697191,0.956341445
Dapma7bEVm001999,-0.375380058,0.598333796,NA
Dapma7bEVm002000,0.011937689,0.932387674,0.988335739
Dapma7bEVm002001,-0.174843874,0.407622767,0.824547123
Dapma7bEVm002002,0.276730774,0.631781938,0.918525776
Dapma7bEVm002004,-1.083239781,0.010340063,NA
Dapma7bEVm002005,-0.179432877,0.274888033,0.730831561
Dapma7bEVm002006,-2.730048294,0.040645881,NA
Dapma7bEVm002007,-0.573467634,0.037489637,0.304906417
Dapma7bEVm002008,-0.093619963,0.795607409,0.959482474
Dapma7bEVm002009,-0.184257115,0.422764368,0.834584066
Dapma7bEVm002010,-0.721009976,0.30457556,NA
Dapma7bEVm002011,-0.069721987,0.72952481,0.947248677
Dapma7bEVm002012,0.026781073,0.965469886,NA
Dapma7bEVm002013,-0.205692335,0.39751834,0.819523842
Dapma7bEVm002015,-0.033783474,0.921787882,0.985820597
Dapma7bEVm002016,-0.114447953,0.702750268,0.940978754
Dapma7bEVm002017,-0.082864849,0.782473078,0.956341445
Dapma7bEVm002018,-0.109023977,0.609999374,0.912685894
Dapma7bEVm002019,-0.637475483,0.012300105,0.156134301
Dapma7bEVm002020,-0.588950188,0.10640965,0.5219286
Dapma7bEVm002022,0.86302708,0.189520215,NA
Dapma7bEVm002023,-0.124130553,0.72804366,0.946479002
Dapma7bEVm002024,-0.026105615,0.979516845,NA
Dapma7bEVm002025,-0.455461546,0.600420995,NA
Dapma7bEVm002026,0.012134676,0.936737496,0.98995563
Dapma7bEVm002027,-0.056450675,0.632511062,0.918525776
Dapma7bEVm002028,0.27554732,0.801927851,NA
Dapma7bEVm002029,-1.032999862,0.310779901,NA
Dapma7bEVm002030,-0.116310003,0.559720602,0.897328424
Dapma7bEVm002031,0.255298158,0.818783225,0.964779209
Dapma7bEVm002032,0.224906157,0.124082227,0.553141655
Dapma7bEVm002033,-0.791867422,0.280008293,NA
Dapma7bEVm002034,0.877517126,0.462004821,NA
Dapma7bEVm002035,0.029190515,0.81058063,0.961784623
Dapma7bEVm002036,0.653003226,0.388399574,0.81448159
Dapma7bEVm002037,-1.540628501,0.001779204,NA
Dapma7bEVm002038,1.52455326,5.29E-07,4.40E-05
Dapma7bEVm002039,-0.177412418,0.536861574,0.890365635
Dapma7bEVm002040,0.476242092,0.102149819,0.514375715
Dapma7bEVm002041,0.559560732,0.058820435,0.388032483
Dapma7bEVm002042,-0.574273637,0.218853531,0.67848581
Dapma7bEVm002043,-0.139466894,0.462469966,0.857807195
Dapma7bEVm002044,-1.914181938,0.156540889,NA
Dapma7bEVm002045,-0.364735628,0.558167582,NA
Dapma7bEVm002046,1.458638134,0.169501383,NA
Dapma7bEVm002047,-0.401901914,0.105438793,0.519562322
Dapma7bEVm002048,-0.646010431,0.035556266,0.295129545
Dapma7bEVm002049,-0.233720897,0.640926902,NA
Dapma7bEVm002050,0.426090956,0.528172909,NA
Dapma7bEVm002051,-0.177640346,0.583131049,0.905006417
Dapma7bEVm002052,0.202506732,0.733227978,NA
Dapma7bEVm002053,-0.808297617,0.020598427,0.21455644
Dapma7bEVm002054,-0.624148127,0.062623825,0.39863887
Dapma7bEVm002057,-0.307900937,0.449334205,NA
Dapma7bEVm002058,-0.550181243,0.113285944,0.534393005
Dapma7bEVm002059,1.101142361,7.32E-09,1.04E-06
Dapma7bEVm002060,0.528903419,0.526012263,NA
Dapma7bEVm002061,-1.662451773,0.107983,0.526257312
Dapma7bEVm002062,-0.97150339,0.000237579,0.008424168
Dapma7bEVm002063,1.231620766,0.116511673,0.539443081
Dapma7bEVm002064,0.501340585,0.411650044,NA
Dapma7bEVm002065,2.41317137,0.020119754,0.212397109
Dapma7bEVm002066,0.134498591,0.909043298,0.983907957
Dapma7bEVm002067,-0.38644851,0.566960295,0.899517821
Dapma7bEVm002068,0.096064281,0.752344033,0.951918699
Dapma7bEVm002070,-0.0202838,0.933110524,0.988764856
Dapma7bEVm002071,-0.30788,0.447006667,0.848988499
Dapma7bEVm002072,-0.096917369,0.744892067,0.950272967
Dapma7bEVm002073,0.569816794,0.581974338,0.904775279
Dapma7bEVm002074,0.846661836,0.554957719,0.8962249
Dapma7bEVm002075,0.250795828,0.536910518,0.890365635
Dapma7bEVm002076,-0.295503574,0.837968968,NA
Dapma7bEVm002077,-0.118436875,0.702065992,0.940978754
Dapma7bEVm002078,-0.012310217,0.957221863,0.992677206
Dapma7bEVm002080,-0.290704917,0.623011009,NA
Dapma7bEVm002081,0.104291616,0.65307826,0.927109028
Dapma7bEVm002082,-0.366780691,0.457542561,NA
Dapma7bEVm002083,0.500903286,0.000227895,0.008148676
Dapma7bEVm002084,-0.338268518,0.324626418,0.770184085
Dapma7bEVm002085,-0.208834025,0.467200103,0.859831711
Dapma7bEVm002086,0.208331709,0.326066846,0.771344468
Dapma7bEVm002087,-0.035748029,0.870213558,0.97569399
Dapma7bEVm002088,0.204658911,0.383461461,0.809484453
Dapma7bEVm002089,0.250608893,0.421864098,0.834178879
Dapma7bEVm002090,0.253846695,0.757179144,NA
Dapma7bEVm002091,0.008293509,0.965904454,0.99557375
Dapma7bEVm002092,-0.62172938,0.088405338,0.474692639
Dapma7bEVm002093,-0.855747998,0.00189414,0.0416515
Dapma7bEVm002094,0.360910179,0.179730541,0.632550415
Dapma7bEVm002095,-0.147378533,0.658690908,0.929324699
Dapma7bEVm002096,-0.265282068,0.49482035,0.873453884
Dapma7bEVm002097,0.093249534,0.882927844,0.97820868
Dapma7bEVm002098,0.130911417,0.79581916,0.959482474
Dapma7bEVm002099,0.152357192,0.618187122,0.915076084
Dapma7bEVm002100,0.096370316,0.63244393,0.918525776
Dapma7bEVm002101,-0.136917996,0.545657635,0.893667133
Dapma7bEVm002102,-0.044604085,0.83892682,0.968561557
Dapma7bEVm002103,-0.088562848,0.649850431,0.926306827
Dapma7bEVm002104,-0.39005443,0.152069508,0.596631255
Dapma7bEVm002105,-0.13299982,0.615571276,0.914705155
Dapma7bEVm002106,-0.009837486,0.967160561,0.995788437
Dapma7bEVm002107,0.000951904,0.997657285,0.999022984
Dapma7bEVm002108,-0.104773889,0.65636511,0.928939037
Dapma7bEVm002109,-0.115396357,0.847780174,NA
Dapma7bEVm002110,-0.473969972,0.549987251,NA
Dapma7bEVm002111,-0.629812087,0.103182354,NA
Dapma7bEVm002112,-0.007448718,0.978380415,0.997181633
Dapma7bEVm002113,-0.785072478,0.001855895,0.040955186
Dapma7bEVm002114,-0.384666722,0.147541487,0.588116222
Dapma7bEVm002115,0.02098609,0.894709545,0.979422416
Dapma7bEVm002116,0.062795933,0.826677243,0.965962448
Dapma7bEVm002117,-0.35093666,0.062816641,0.398932546
Dapma7bEVm002118,-0.560569037,0.026415922,0.248514039
Dapma7bEVm002119,0.232834081,0.434278546,0.840259282
Dapma7bEVm002120,-0.060974532,0.848162971,0.972106564
Dapma7bEVm002121,0.090876686,0.601924562,0.911455165
Dapma7bEVm002122,0.146802773,0.708987496,NA
Dapma7bEVm002123,-0.350596202,0.017537222,0.195598631
Dapma7bEVm002124,-0.427383281,0.224794494,0.68640156
Dapma7bEVm002125,0.07034477,0.710610923,0.942675167
Dapma7bEVm002126,-0.200729334,0.246063713,0.704818663
Dapma7bEVm002127,-0.283967265,0.13363798,0.571487039
Dapma7bEVm002128,-0.27367408,0.03635331,0.299194067
Dapma7bEVm002129,0.272981578,0.506419242,0.876636617
Dapma7bEVm002130,0.201735832,0.612790711,0.913632258
Dapma7bEVm002131,0.247475766,0.173176964,0.623998934
Dapma7bEVm002132,0.040737858,0.874650058,0.976136843
Dapma7bEVm002133,-0.08256261,0.506044973,0.876547521
Dapma7bEVm002134,0.070199854,0.783890422,0.956341445
Dapma7bEVm002135,-0.069228126,0.893953707,0.979422416
Dapma7bEVm002136,1.042557596,0.39540251,NA
Dapma7bEVm002137,0.456816897,0.04868886,0.349951179
Dapma7bEVm002138,0.172993586,0.255975579,0.712112512
Dapma7bEVm002139,0.164285282,0.753701713,NA
Dapma7bEVm002140,0.188051237,0.575739014,0.903057628
Dapma7bEVm002141,-0.103600931,0.680619455,0.93529632
Dapma7bEVm002142,0.270018144,0.361946081,0.797349509
Dapma7bEVm002143,0.310673519,0.089982519,0.479193516
Dapma7bEVm002144,0.772020351,0.037542009,0.304906417
Dapma7bEVm002145,-0.082256932,0.676081037,0.9334352
Dapma7bEVm002146,-0.020562814,0.955635963,0.992247687
Dapma7bEVm002147,0.192775051,0.583625565,0.905006417
Dapma7bEVm002148,0.510072943,0.549586757,NA
Dapma7bEVm002149,0.070404468,0.89879009,0.979482698
Dapma7bEVm002150,-0.899711639,0.00293843,0.057671963
Dapma7bEVm002151,0.436973432,0.148902725,0.591302935
Dapma7bEVm002152,-0.205578027,0.425616334,0.834898462
Dapma7bEVm002153,0.022086235,0.898799106,0.979482698
Dapma7bEVm002154,-0.140712712,0.645425271,0.924208153
Dapma7bEVm002155,0.444390983,0.171412297,0.622770839
Dapma7bEVm002156,0.122271611,0.679021162,0.93529632
Dapma7bEVm002157,-0.773052591,0.173467769,NA
Dapma7bEVm002158,1.18863009,0.001317023,0.032022465
Dapma7bEVm002159,-0.251327454,0.082141535,0.459884513
Dapma7bEVm002160,0.251529042,0.327292631,0.771686073
Dapma7bEVm002161,0.256936251,0.400515712,0.820894568
Dapma7bEVm002162,-1.309392334,0.120344967,NA
Dapma7bEVm002163,-0.088781341,0.606146676,0.91223322
Dapma7bEVm002164,0.369787753,0.367668617,0.801437718
Dapma7bEVm002165,0.156745843,0.632089317,0.918525776
Dapma7bEVm002166,-1.149675654,0.225832171,NA
Dapma7bEVm002167,0.778008236,0.008410271,0.119885104
Dapma7bEVm002168,0.425736267,0.058976781,0.388070012
Dapma7bEVm002169,-0.015409333,0.976923446,0.997166548
Dapma7bEVm002170,0.200015332,0.600790632,0.911004426
Dapma7bEVm002171,-0.271495995,0.361479804,0.797021732
Dapma7bEVm002172,-0.791575388,0.006075813,0.098298795
Dapma7bEVm002173,-0.044771502,0.876335331,0.976136843
Dapma7bEVm002174,-0.27100399,0.537973905,NA
Dapma7bEVm002175,-0.313463076,0.479594978,0.8654269
Dapma7bEVm002176,-0.048623792,0.810491119,0.961784623
Dapma7bEVm002177,0.04433751,0.860976719,0.974034485
Dapma7bEVm002178,-0.856410505,0.026852236,0.251648215
Dapma7bEVm002179,-0.375091504,0.116697446,0.539725687
Dapma7bEVm002180,0.18603637,0.414853757,0.830730729
Dapma7bEVm002181,0.071947146,0.494615365,0.873453884
Dapma7bEVm002182,0.6733094,0.000487307,0.014705611
Dapma7bEVm002183,0.211298688,0.320666354,0.765891292
Dapma7bEVm002184,-0.213056802,0.368827883,0.801768173
Dapma7bEVm002185,0.264503258,0.397017367,0.819456171
Dapma7bEVm002186,-0.23127295,0.583888861,NA
Dapma7bEVm002187,-0.273085159,0.276704244,0.731062749
Dapma7bEVm002188,0.057491174,0.879480523,0.976245923
Dapma7bEVm002189,-0.355477133,0.670589199,NA
Dapma7bEVm002190,-0.04319911,0.751404424,0.951918699
Dapma7bEVm002191,-0.203757112,0.722758339,NA
Dapma7bEVm002192,0.24409837,0.110544277,0.529095498
Dapma7bEVm002193,0.395936625,0.233853584,0.694380321
Dapma7bEVm002194,0.087891234,0.804022535,0.961662934
Dapma7bEVm002195,0.648210215,0.032953204,0.280335938
Dapma7bEVm002196,0.393949799,0.015220616,0.178167041
Dapma7bEVm002197,-0.276496176,0.397642103,0.819523842
Dapma7bEVm002198,0.273304001,0.112286504,0.53203952
Dapma7bEVm002199,1.050595914,0.000390499,0.012262522
Dapma7bEVm002200,1.433596613,1.22E-07,1.21E-05
Dapma7bEVm002201,-0.37257926,0.299118424,0.75116325
Dapma7bEVm002202,-0.184889845,0.579651692,0.904100988
Dapma7bEVm002203,0.374235096,0.192716586,0.646212955
Dapma7bEVm002204,0.184757721,0.339501831,0.780911909
Dapma7bEVm002205,-0.078040708,0.819294267,0.964779209
Dapma7bEVm002206,-0.384303448,0.100949263,0.511051893
Dapma7bEVm002207,0.316970086,0.192128583,0.646212955
Dapma7bEVm002208,-0.004977541,0.984642921,0.997577235
Dapma7bEVm002209,0.139143635,0.15708248,0.601485531
Dapma7bEVm002210,-0.014799793,0.948732953,0.991560848
Dapma7bEVm002211,0.552161066,0.001152715,0.028767172
Dapma7bEVm002212,0.311465933,0.338445792,NA
Dapma7bEVm002213,-0.06630246,0.831413091,0.966225934
Dapma7bEVm002214,1.051909615,8.44E-05,0.003575132
Dapma7bEVm002215,0.377768346,0.680077588,NA
Dapma7bEVm002216,1.158406976,0.546723893,NA
Dapma7bEVm002217,-0.069437758,0.757848993,0.952312776
Dapma7bEVm002218,0.122697582,0.765074598,NA
Dapma7bEVm002219,-0.027124687,0.887117215,0.97902678
Dapma7bEVm002220,-0.106212354,0.744381108,0.950272967
Dapma7bEVm002221,-0.217874247,0.382297179,0.809457041
Dapma7bEVm002222,0.077342637,0.774085561,0.956341445
Dapma7bEVm002223,0.594956417,0.000472649,0.014365144
Dapma7bEVm002224,-0.233965722,0.229636191,0.690573403
Dapma7bEVm002225,-0.048316693,0.897511644,NA
Dapma7bEVm002226,-0.196933096,0.734222752,NA
Dapma7bEVm002227,-0.799326768,NA,NA
Dapma7bEVm002228,0.025181926,0.946816865,0.991560848
Dapma7bEVm002229,0.219945205,0.373327651,0.804697259
Dapma7bEVm002230,-0.154186343,0.637761699,0.920046119
Dapma7bEVm002231,-0.292280806,0.820006296,NA
Dapma7bEVm002232,-0.093227082,0.88113869,NA
Dapma7bEVm002233,-0.014948843,0.95200076,0.991560848
Dapma7bEVm002234,0.612801188,0.007018584,0.107039695
Dapma7bEVm002235,0.012387291,0.958795892,0.992721896
Dapma7bEVm002236,-0.293805924,0.218337745,0.67848581
Dapma7bEVm002237,0.055763472,0.719236824,0.944769916
Dapma7bEVm002238,0.268768727,0.19819625,0.655971394
Dapma7bEVm002239,0.240890049,0.380797068,0.808622296
Dapma7bEVm002240,-0.101139588,0.815869512,NA
Dapma7bEVm002241,0.006119262,0.974638588,0.996677799
Dapma7bEVm002242,-1.063872289,0.000996329,0.025693211
Dapma7bEVm002243,-0.639444618,0.521278243,NA
Dapma7bEVm002244,0.220369341,0.347526548,0.786346962
Dapma7bEVm002245,-0.00930584,0.968582988,0.995788437
Dapma7bEVm002246,-0.3013593,0.408266542,0.8250007
Dapma7bEVm002247,0.227957286,0.612686078,0.913632258
Dapma7bEVm002248,-0.099037308,0.781656695,0.956341445
Dapma7bEVm002249,-0.022586938,0.971522235,0.995963941
Dapma7bEVm002250,0.475975851,0.282301693,0.737154773
Dapma7bEVm002251,-0.124292342,0.692860036,0.939307794
Dapma7bEVm002252,0.083392574,0.689043377,0.938051375
Dapma7bEVm002253,0.09466134,0.884595987,NA
Dapma7bEVm002254,-0.411111699,0.534835557,NA
Dapma7bEVm002255,-0.738879592,0.025678932,0.243892533
Dapma7bEVm002256,0.125789004,0.622871498,0.916430921
Dapma7bEVm002257,0.111965765,0.597469946,0.909285799
Dapma7bEVm002258,1.082901942,0.324616446,NA
Dapma7bEVm002259,-0.105034411,0.894020788,NA
Dapma7bEVm002260,-0.87186317,0.289748419,NA
Dapma7bEVm002261,-0.141315916,0.60560259,0.912155405
Dapma7bEVm002262,-0.946952727,0.006686035,0.103263437
Dapma7bEVm002263,-0.132371443,0.745276706,0.950272967
Dapma7bEVm002264,-0.601518927,0.024938694,0.238995817
Dapma7bEVm002265,0.168054406,0.452688328,0.851767166
Dapma7bEVm002266,0.101623497,0.670420944,0.932078113
Dapma7bEVm002267,0.348194325,0.229032639,0.690573403
Dapma7bEVm002268,0.481024453,0.476871898,NA
Dapma7bEVm002269,0.083584524,0.629637618,0.918444319
Dapma7bEVm002270,-0.136465967,0.659076333,0.929324699
Dapma7bEVm002271,-0.279015477,0.070246916,0.422393247
Dapma7bEVm002272,-0.231636758,0.554719616,0.8962249
Dapma7bEVm002273,-0.196155871,0.862307367,NA
Dapma7bEVm002274,1.381926394,6.70E-09,9.67E-07
Dapma7bEVm002275,-0.133146708,0.427155344,0.835238549
Dapma7bEVm002276,0.125859179,0.850094596,0.972352825
Dapma7bEVm002277,-0.619758585,0.162971452,0.610694433
Dapma7bEVm002278,0.239297888,0.243881799,0.703060335
Dapma7bEVm002279,0.275708845,0.161696434,0.608924105
Dapma7bEVm002280,0.105525772,0.76619166,0.955634036
Dapma7bEVm002281,-0.402703418,0.198274975,0.655971394
Dapma7bEVm002282,-0.082643704,0.864537981,NA
Dapma7bEVm002283,0.134838566,0.341353653,0.781848107
Dapma7bEVm002284,0.242188844,0.094856517,0.493639116
Dapma7bEVm002285,1.892902622,0.069850748,0.421422347
Dapma7bEVm002286,-0.428404063,0.270687648,0.725789821
Dapma7bEVm002287,-0.014871632,0.925463598,0.98656553
Dapma7bEVm002288,-0.376698194,0.462309988,0.857697406
Dapma7bEVm002289,-0.051199012,0.708910768,0.942675167
Dapma7bEVm002290,-0.440319498,0.43668899,0.842048136
Dapma7bEVm002291,-0.108403037,0.591884546,0.908515651
Dapma7bEVm002292,0.247976118,0.553261012,0.8962249
Dapma7bEVm002293,-0.20165875,0.518025618,0.882852463
Dapma7bEVm002294,-0.060280346,0.759530511,0.952933153
Dapma7bEVm002295,0.381033857,0.349092085,0.786918351
Dapma7bEVm002296,0.607847043,0.235391854,NA
Dapma7bEVm002297,0.160835333,0.530726882,0.887408143
Dapma7bEVm002298,-0.032116648,0.936168474,0.98995563
Dapma7bEVm002299,0.166375926,0.575892489,0.903057628
Dapma7bEVm002300,0.280390057,0.778638385,NA
Dapma7bEVm002301,0.26421181,0.62440222,0.916886268
Dapma7bEVm002302,-0.013240395,0.976616061,0.997166548
Dapma7bEVm002303,-0.317957268,0.159595689,0.604224721
Dapma7bEVm002304,-0.495603256,0.03908273,0.311126319
Dapma7bEVm002305,0.221839114,0.333662461,0.777142798
Dapma7bEVm002306,-0.001595007,0.995133844,0.999007788
Dapma7bEVm002307,-0.359264688,0.276155264,0.730842385
Dapma7bEVm002308,0.601772473,0.233119561,0.693652959
Dapma7bEVm002309,-0.059345826,0.804202907,0.961743499
Dapma7bEVm002310,-0.064756552,0.754436555,0.952312776
Dapma7bEVm002311,0.934455723,7.61E-09,1.06E-06
Dapma7bEVm002312,-0.320286583,0.460787502,0.857697123
Dapma7bEVm002313,-0.277885527,0.349166121,0.786918351
Dapma7bEVm002314,0.328529818,0.481276374,0.86656695
Dapma7bEVm002315,-0.577502704,0.214215214,NA
Dapma7bEVm002316,-0.15307317,0.587618526,0.905426973
Dapma7bEVm002317,-0.046041902,0.692290419,0.939183322
Dapma7bEVm002319,0.016894261,0.874330141,0.976136843
Dapma7bEVm002320,0.160207813,0.63388225,0.918525776
Dapma7bEVm002321,0.079920545,0.506951596,0.876636617
Dapma7bEVm002322,0.131097299,0.885582172,NA
Dapma7bEVm002323,-0.112715207,0.74899058,0.95167286
Dapma7bEVm002324,-0.202482799,0.276905123,0.731139497
Dapma7bEVm002325,-0.097780162,0.723617145,0.94505554
Dapma7bEVm002326,0.079991381,0.841486067,0.969411998
Dapma7bEVm002327,0.06708515,0.548524614,0.894994632
Dapma7bEVm002328,0.231295608,0.430766925,0.837137825
Dapma7bEVm002329,0.068756599,0.810646624,0.961784623
Dapma7bEVm002330,1.26806568,4.37E-17,2.19E-14
Dapma7bEVm002331,0.171343828,0.210020611,0.671238709
Dapma7bEVm002332,-2.805775067,0.010116539,NA
Dapma7bEVm002333,-0.435116922,0.055516953,0.375415485
