,C1,C2,C3,C4,IN2,IN3,IN4,IN5,AL2,AL3,AL4,AL5,ALIN2,ALIN3,ALIN4,ALIN5
Dapma7bEVm001502,9.62902321,9.532037583,9.490770459,9.641806269,9.71308314,9.548942993,9.766474128,9.995929687,9.768074395,9.40722839,10.20813288,10.02860992,9.997093578,9.954256454,9.768843326,10.01826066
Dapma7bEVm001503,7.472424902,7.913735583,8.256442476,7.790977422,7.810349615,7.776874404,7.744668654,7.881578035,7.420348566,7.325358373,7.735454201,7.708939063,7.465712947,7.816591894,7.725390772,7.902957965
Dapma7bEVm001504,7.837511779,6.724414309,7.49766004,7.798036743,7.724485571,7.884844616,7.642594884,7.728812168,7.818079107,7.670067501,6.724414309,7.558330654,7.78321411,7.565047986,7.811841286,8.057863364
Dapma7bEVm001505,8.405639222,8.140292942,8.328832506,8.400817271,8.671343094,8.308400923,8.414165347,8.454136383,8.594883942,8.529660723,8.652771077,8.604158102,8.088216741,8.472506076,8.411895341,8.396845262
Dapma7bEVm001506,7.942303947,7.627766358,7.414707262,7.701586551,7.327170185,7.696988437,7.413816428,7.350645236,7.591122019,7.325358373,7.513802827,7.309185311,7.526101426,7.316070682,7.496165427,7.668078844
Dapma7bEVm001508,7.597985348,7.720738246,7.711788876,7.636343533,7.662143544,7.975696475,7.859507017,7.583726562,7.506780833,7.711501497,7.767258613,7.937368238,7.633832699,7.727819931,7.669084411,7.708514241
Dapma7bEVm001510,9.095764812,9.347722066,8.740778836,9.189152566,9.205150147,9.365687406,8.854726199,8.926482708,9.31597806,9.182251391,9.143526967,9.208500496,9.178183472,9.289087061,8.977799811,9.249398107
Dapma7bEVm001511,8.468995522,8.469553936,10.10085452,9.208332418,9.743535391,9.746174673,9.074711429,8.403111843,8.763508193,11.61814066,9.094998845,8.942566476,9.371510814,9.531391339,8.724354535,9.808732436
Dapma7bEVm001512,8.712747242,8.639029615,8.657168389,8.750816852,8.320700763,8.379210056,8.60545617,8.812892933,8.749072482,8.91204494,8.367608171,8.55929398,8.298979265,8.663500681,8.594217639,8.613835598
Dapma7bEVm001513,7.242943401,7.048359688,7.182013685,7.236039916,7.507750719,7.39371386,7.371854888,6.724414309,6.839906872,7.980884834,6.878161632,6.904574262,6.880615492,7.393975484,6.922628979,7.317310339
Dapma7bEVm001514,7.837511779,7.93724577,7.711788876,7.999987307,7.929838866,8.018207527,8.151698524,7.728812168,7.818079107,8.081896602,7.856463547,7.933380289,8.016074951,7.91676315,7.970871569,8.216673934
Dapma7bEVm001515,8.538428292,8.171686946,8.128694304,8.439909546,8.525190227,8.285355887,8.511437169,8.303423978,8.367082434,8.032619384,8.556593899,8.641059957,8.866357621,8.718042225,8.527936403,8.381572926
Dapma7bEVm001516,7.807896807,7.670374723,7.595047126,7.653143922,7.629126479,7.769204261,7.867189745,7.659469618,8.083717083,7.342522454,7.594783957,7.724095141,7.814352624,7.535969351,7.697704799,7.870501341
Dapma7bEVm001517,9.772388627,9.700344221,10.29095268,9.999540823,9.941616877,10.10391964,9.76481823,9.594130885,9.698035334,9.800978696,9.612136401,9.725576298,9.768864494,9.647731038,9.831188891,9.904460351
Dapma7bEVm001518,7.87185492,8.165479714,7.998473116,8.229917242,8.007050611,8.018207527,8.015971494,8.096232703,8.008835721,7.721552093,8.231179363,8.102343856,8.080441023,7.91676315,8.11420814,8.222572412
Dapma7bEVm001519,7.739135475,7.61675391,7.484516434,7.653143922,7.546258811,7.627189081,7.662101912,7.808376447,7.760776578,7.980884834,6.724414309,7.23169742,8.072607879,7.816591894,7.820048341,7.520555482
Dapma7bEVm001520,7.119843896,7.318783323,7.336327953,7.349414938,7.052976777,7.199782723,7.140558227,6.724414309,7.341805008,7.017522606,7.484686893,7.309185311,7.216222291,7.406040362,7.094516045,7.299842349
Dapma7bEVm001521,7.860545231,7.720738246,7.49766004,7.739944544,7.961438946,7.560691194,7.726995638,7.542898658,7.850819192,8.122384156,7.275661055,7.392951553,7.325321274,7.393975484,7.786769573,7.412373797
Dapma7bEVm001522,9.265712371,9.510571231,9.325083227,9.310214046,9.232688356,9.104059756,9.403681885,9.057207892,9.376181037,9.419098765,9.09828926,9.455127195,9.149103516,9.060898714,9.478989831,9.272634975
Dapma7bEVm001523,8.022671353,8.410732986,8.154194375,8.158567634,8.432409288,7.956917258,8.246066475,8.602849429,8.087960063,8.11574148,8.013247922,8.308898046,8.163026685,8.295370084,8.240630655,8.396845262
Dapma7bEVm001524,7.699236413,7.83096151,7.671228299,8.005678571,7.80120406,7.745789289,7.735876872,6.724414309,7.673732748,7.68061882,7.767258613,7.888407783,7.526101426,7.583829082,7.678733574,7.592135771
Dapma7bEVm001525,10.91506983,10.94588152,11.36766685,10.99401833,10.92900818,10.53403581,10.83884722,10.64305435,10.67591005,10.42976886,10.7057238,10.43112642,10.1256343,10.30393506,10.34367549,10.46324876
Dapma7bEVm001526,7.894080762,7.730464278,7.691752134,7.685748596,7.863405929,7.729826152,7.735876872,7.641194348,7.506780833,7.70133167,7.607481677,7.533326861,7.58185492,7.406040362,7.520077249,7.647100435
Dapma7bEVm001527,11.51987834,12.1835528,12.77855568,11.46043403,12.06729783,11.42231586,11.9386937,11.8699328,11.31608488,11.37777847,12.08481175,11.69503074,11.53247208,11.6243904,11.1284302,11.8063178
Dapma7bEVm001528,7.54204162,7.93724577,7.606385218,7.762174732,7.629126479,7.737844159,7.708954939,7.350645236,7.352197315,7.918322884,7.911547068,7.884214164,7.381743022,7.583829082,7.496165427,7.765807505
Dapma7bEVm001529,7.87185492,8.12101275,8.048347212,7.95923024,8.159047771,7.975696475,7.90470476,8.084769339,7.712121042,7.659380321,7.691154543,7.809928517,7.739945467,7.816591894,7.991626744,7.902957965
Dapma7bEVm001530,8.391860991,8.094757343,8.034340909,8.243655927,8.071886625,7.950578514,7.996023117,8.204644442,8.389966883,8.109057563,8.142075328,8.202690077,7.58185492,7.966236498,7.920703124,8.098161305
Dapma7bEVm001531,7.752038299,7.720738246,7.922693588,7.839289385,7.629126479,7.891621112,7.89731762,7.761494498,7.286793688,7.637578981,7.702446211,7.849985693,7.608272604,7.727819931,7.786769573,7.33425121
Dapma7bEVm001532,8.360259138,8.28349818,8.580794657,8.451392129,8.422213648,8.312955101,8.362387961,8.534651637,8.367082434,8.432787055,8.36174344,8.46925537,8.103599964,7.837493027,8.561522348,8.228440027
Dapma7bEVm001533,9.157996483,8.867326929,9.388100232,9.233489982,9.045858582,9.246638266,9.330862665,9.267998878,9.124804009,9.107071549,9.241557003,9.316398507,8.816910684,8.82348413,9.177467463,8.966447439
Dapma7bEVm001534,7.783497276,7.456787044,7.49766004,7.910521175,7.953632444,7.975696475,7.735876872,7.838346318,7.605498002,7.615172942,7.55538707,7.582529483,7.694425106,7.765884771,7.743367261,7.647100435
Dapma7bEVm001535,8.012965488,7.905771843,8.203481711,7.739944544,8.078849043,7.814278761,7.947893837,7.838346318,8.263571085,7.851487749,7.787847325,7.884214164,8.212505561,7.954097008,8.025306989,7.853850417
Dapma7bEVm001536,7.783497276,8.10138172,7.778482531,7.825741909,7.953632444,7.828823249,7.828134259,6.724414309,7.84003286,7.860101934,7.454300549,7.452636644,7.554496915,7.780664725,7.920703124,7.894945675
Dapma7bEVm001537,7.807896807,8.967952281,11.45418123,9.785455374,10.95493547,10.79245004,9.853107932,8.949188444,8.498224237,12.53743879,9.262086898,8.916938611,9.916954168,10.06243764,8.992675392,10.22807124
Dapma7bEVm001538,8.298129235,8.450265822,8.366013281,8.470289352,8.215553153,8.247489719,8.12826862,8.331466917,8.083717083,8.192897553,8.526220249,8.251125918,8.361327316,8.17339735,7.867828661,8.431734182
Dapma7bEVm001539,6.724414309,6.929553181,7.079460321,7.129678936,7.791965983,6.856808563,7.091699733,7.429421693,7.05046947,6.871157377,7.254279619,7.252187665,6.724414309,7.042245712,7.166255659,6.724414309
Dapma7bEVm001540,7.825779132,7.913735583,7.606385218,7.769462591,7.854769079,7.86422297,7.744668654,7.761494498,7.962105614,8.010766018,7.963685718,8.057316736,7.670717869,7.773305214,7.828183171,7.870501341
Dapma7bEVm001541,9.643774139,9.744922122,9.101825651,9.691845152,9.259678499,9.659966554,9.614528596,9.454318077,10.00628897,9.647368841,9.484561848,9.711211682,9.745768107,9.614323164,9.50964101,9.246791534
Dapma7bEVm001542,9.228347057,8.977603773,9.49953732,9.032248153,9.182708818,9.039451471,8.951386132,9.353949846,9.179994709,9.083066074,9.410859214,9.174809597,9.132672424,9.060898714,9.021934449,9.053576009
Dapma7bEVm001543,7.628227136,7.245029158,7.571861208,7.601650044,7.507750719,7.627189081,7.787364014,7.793017412,7.45625306,7.893799989,7.607481677,7.507440345,7.864027341,7.583829082,7.458697872,7.532973583
Dapma7bEVm001544,9.653080414,9.201336056,9.553106446,9.204093674,9.293983255,9.397322645,9.462577791,9.40304226,9.430952458,9.416732874,9.264994584,9.400824498,9.449665916,9.570156272,9.499499291,9.496481533
Dapma7bEVm001545,8.356694781,8.464760787,8.256442476,8.644741362,8.515751282,8.694940762,8.540819516,8.23519445,8.632588618,8.601983926,8.675702305,8.660164649,8.841869752,8.464827018,8.767268388,8.667672931
Dapma7bEVm001546,11.77865335,11.94409125,11.50038489,11.73872948,11.71943483,11.72990998,11.82459823,11.6902578,12.28245438,11.82970694,12.01902,11.99205082,12.14273186,12.14875761,12.11024454,12.0882565
Dapma7bEVm001547,8.74176561,8.921952869,8.889792257,8.567545516,8.882711839,8.681597353,8.954388618,8.411768986,8.844632254,8.462673116,8.759240179,8.6831277,8.730037972,8.683020333,8.774282839,8.866227545
Dapma7bEVm001548,8.060611826,7.905771843,8.227328438,7.971043833,8.139548983,8.218235106,8.313248082,8.454136383,8.104765093,7.492149416,8.385028858,8.311711677,8.111209426,7.823611384,8.025306989,7.678371646
Dapma7bEVm001549,8.022671353,7.897742384,7.938316713,8.133719148,8.197036244,8.053299066,8.371972663,7.936353943,8.083717083,7.942246898,8.142075328,8.233206204,8.072607879,8.058470599,8.235185798,8.460848865
Dapma7bEVm001551,9.853918841,9.87072943,10.244154,10.0384829,10.01489497,10.04369982,10.04888714,9.698605095,10.17891513,10.43551725,9.92256449,10.09609943,9.9281542,9.901485464,10.02851604,9.997135452
Dapma7bEVm001552,7.825779132,7.897742384,8.290421415,8.123618433,7.629126479,8.114742714,8.110357396,8.151783655,8.049146063,8.102331773,7.668106195,7.888407783,7.938491389,7.89106047,7.920703124,7.979684131
Dapma7bEVm001553,10.26182838,10.41591514,10.18641746,10.75539953,10.47824183,10.47985863,10.6556888,10.46955086,10.90614684,10.36012689,10.76994303,11.02170376,10.83923718,10.89769061,10.93374052,10.78274433
Dapma7bEVm001555,7.082296187,7.594258066,7.740994435,7.455199073,8.562235465,8.087253332,8.151698524,7.975528118,7.198592281,8.789301074,7.316003458,7.539657318,7.739945467,7.864654263,7.688272609,8.279920508
Dapma7bEVm001556,10.14347017,9.867382781,10.13320123,10.11989946,10.26341689,9.999966304,10.16330064,9.977415232,9.866977283,10.06098168,9.918943,9.974593905,9.869303989,9.695628513,10.06976024,9.633046493
Dapma7bEVm001557,9.15989556,9.340397122,9.189577343,9.120919819,9.312103416,9.253170223,9.174952307,9.171492008,9.174751397,9.274644726,9.357626117,9.351794668,9.506132139,9.2328956,9.084124089,9.056584495
Dapma7bEVm001558,8.59244879,8.795651787,8.963230804,8.550108362,8.337325365,8.57672944,8.83844257,8.602849429,8.794239081,8.682741398,8.610408284,8.653828649,8.858246152,8.62690824,8.845716487,8.91729505
Dapma7bEVm001559,9.097753882,8.941864173,8.982567995,8.975560494,9.05832983,9.06467217,8.924050835,9.245636407,9.119340792,8.949405702,8.922903709,8.887274706,8.890393337,8.791268415,8.977799811,8.95026649
Dapma7bEVm001560,8.635735386,8.410732986,8.721365525,8.621749094,8.539213498,8.509270389,8.640388554,8.303423978,8.54750407,8.074996668,8.31373396,8.561576265,8.454678929,8.441491512,8.475760709,8.186704556
Dapma7bEVm001561,7.306378795,7.318783323,7.204149626,7.644787127,7.897192152,7.530314636,7.162901112,7.453660663,7.238329217,7.186676707,7.389008545,7.672488466,7.136483534,7.154041589,7.282014007,7.647100435
Dapma7bEVm001562,7.200649383,6.869530442,7.336327953,6.981230503,7.052976777,7.120491402,7.242450641,7.808376447,7.225447451,6.724414309,7.231956458,6.956899332,6.945208512,6.854387032,7.208053231,6.724414309
Dapma7bEVm001563,7.978251968,7.897742384,8.307040116,7.965154403,7.913651832,8.271303193,8.10432011,7.521614255,8.137606337,7.934336489,7.787847325,7.600190917,8.072607879,8.013387275,8.201950177,7.698585471
Dapma7bEVm001564,8.870706703,9.027922174,9.063247332,8.939825695,8.798506796,8.874232817,8.80860616,8.965964313,8.871315425,9.366084036,8.963531416,9.04976718,9.085565739,8.820588415,8.903962153,8.827463054
Dapma7bEVm001565,7.758419589,8.214188396,9.861125572,8.335450461,9.928475013,9.424418022,8.886694315,7.838346318,7.897895893,11.1120886,8.780344173,8.431787009,8.631955221,9.165369842,8.173475506,9.27774525
Dapma7bEVm001567,7.831663934,8.114508822,8.580794657,8.05011217,8.275161554,8.018207527,8.067360822,8.293922855,8.357136794,8.192897553,7.856463547,7.980213852,7.793712357,8.074888121,8.005231826,7.698585471
Dapma7bEVm001568,8.017829843,8.243585377,9.227410144,8.376728639,8.486987677,8.379210056,8.892994955,8.214920676,8.049146063,8.427732761,8.083395012,8.102343856,8.007741446,8.27291296,8.373802869,7.765807505
Dapma7bEVm001569,8.204253308,8.214188396,8.048347212,8.133719148,7.791965983,7.63624641,7.975676844,7.659469618,7.553962224,7.615172942,7.865866989,7.714020825,7.595175831,7.583829082,7.836247398,7.802045534
Dapma7bEVm001570,9.701264902,9.64843226,9.33250425,9.457140498,9.771494811,9.701383149,9.579020195,9.923137274,9.656730442,9.310935535,9.484561848,9.37284691,9.420541376,9.647731038,9.816671266,9.445538393
Dapma7bEVm001571,8.171130851,8.127477705,7.721633926,8.066298123,8.22165786,8.493760601,8.298090651,8.084769339,8.223142973,8.025386154,8.319844738,8.271680161,8.509534126,8.263805028,8.309137558,7.775004575
Dapma7bEVm001572,8.409058911,8.561649265,8.128694304,8.347987594,8.132971012,8.326511014,8.490007878,7.975528118,8.443770413,8.432787055,8.270025414,8.479053096,8.170232206,8.268368097,8.288492385,8.493949867
Dapma7bEVm001573,8.232448538,7.952614212,7.998473116,8.082239281,8.401556777,8.053299066,8.191531415,7.881578035,8.049146063,7.942246898,8.098368654,7.941340186,7.98232577,7.802390336,8.044999992,7.765807505
Dapma7bEVm001574,8.550639074,8.054119158,7.906817913,8.257229521,8.320700763,8.312955101,8.208172942,7.867385192,8.104765093,8.010766018,7.7567838,8.088691633,8.665503746,8.286440009,8.67238738,8.318415258
Dapma7bEVm001575,8.733916829,8.948434807,8.992131495,9.095850806,8.931423266,8.850935206,8.942337368,8.462433093,9.167728466,9.231948596,8.849616789,8.930669019,8.756723266,8.976159703,8.717059733,8.897106894
Dapma7bEVm001576,7.860545231,7.913735583,7.874265586,7.976899036,7.937833663,8.103831529,8.224569867,8.037630837,7.553962224,7.934336489,7.702446211,7.921318787,7.465712947,8.127852178,7.956793634,7.987042635
Dapma7bEVm001577,7.998232631,7.768322514,8.027266385,8.331241238,8.078849043,8.167707163,7.954912174,8.107574311,8.396424607,7.893799989,8.349925179,8.161724318,8.379400312,8.202744944,8.540639009,8.381572926
Dapma7bEVm001578,6.724414309,6.724414309,7.701829474,7.336451408,7.961438946,7.41851109,8.079824022,7.895564023,7.530751883,7.893799989,8.075828356,7.836823768,7.595175831,7.014650762,7.376763455,6.724414309
Dapma7bEVm001579,8.204253308,8.074633373,8.50871249,8.4437493,7.913651832,8.157318161,8.34786233,8.194272547,8.070885357,7.87709926,8.484511053,8.568397891,7.804090695,8.074888121,8.144245009,8.263018522
Dapma7bEVm001580,8.204253308,8.196172405,8.215468624,8.318521218,8.401556777,8.261837624,8.371972663,7.808376447,8.104765093,8.316274028,8.270025414,8.344952831,7.873655555,8.313024878,8.397753968,7.926606926
Dapma7bEVm001581,9.739148692,9.735751515,9.985301804,10.51041313,10.31835829,10.26955132,10.01184437,10.21461429,10.06742877,9.727228945,10.37525491,10.42125773,10.03896121,10.19526001,10.35591192,10.52747627
Dapma7bEVm001582,7.849098959,8.094757343,7.796654006,7.601650044,8.396335914,7.85022256,8.272375183,8.23519445,8.133555342,8.088751966,7.607481677,7.841231638,7.999339698,7.941808149,8.475760709,7.592135771
Dapma7bEVm001583,8.395320604,8.047191089,8.227328438,8.113422363,8.106251475,8.087253332,8.287873624,7.808376447,8.36046139,7.942246898,8.319844738,8.454407938,7.670717869,8.127852178,8.213138754,7.603438187
Dapma7bEVm001584,7.978251968,8.196172405,8.427139416,8.288284956,8.159047771,8.152086473,8.191531415,8.037630837,8.083717083,8.34378858,8.113135409,8.102343856,8.33057156,8.143246191,8.224216428,7.93436495
Dapma7bEVm001585,8.586561791,8.60950646,9.051149331,8.873489535,9.052108795,8.565740053,8.674373619,8.988005427,8.72217573,8.305082599,8.149191278,8.529232343,8.674926914,8.708586313,8.60225847,8.521620844
Dapma7bEVm001586,11.89287588,11.71170711,11.75290567,12.61899459,12.28366602,12.40831532,12.41130587,12.00078605,12.49248245,11.90872208,12.29206449,12.52783171,12.09685656,12.37959,12.72199777,12.157219
Dapma7bEVm001587,7.87185492,7.659928812,7.750516217,7.95923024,7.819405018,7.84314365,7.89731762,7.761494498,7.829120784,7.842794118,7.955183811,7.823473746,7.481304243,7.671543404,7.820048341,7.580666353
Dapma7bEVm001588,9.739148692,9.610706801,9.175804903,10.40560776,9.90013476,10.25902001,9.906534309,9.840521656,10.28859114,10.02773856,10.03212729,10.25131604,10.15285687,10.24858518,10.34143934,9.904460351
Dapma7bEVm001589,7.434815778,7.048359688,8.041367587,7.410347385,7.80120406,7.49862077,7.662101912,7.453660663,7.139506612,6.724414309,7.454300549,7.423480405,7.694425106,7.381673201,7.432520476,6.929038519
Dapma7bEVm001590,7.628227136,7.522511693,8.307040116,7.251615488,7.361106062,7.406233485,7.502366302,6.914578175,7.598343102,6.724414309,7.541784956,7.576551419,7.554496915,7.452159403,7.531742062,6.869166063
Dapma7bEVm001591,8.294368528,8.464760787,8.567596952,8.840409369,8.955117127,8.688286654,8.79172762,8.34979279,8.910343142,8.789301074,9.21167904,9.277427231,8.61237328,8.882847123,9.024825175,8.787501622
Dapma7bEVm001592,11.26002312,11.43947936,11.66021211,11.16616005,12.02709173,11.13850077,11.71428258,11.71970474,11.10803498,10.80188826,11.74186419,11.52418325,11.29912715,10.92862397,11.15719333,11.33662005
Dapma7bEVm001593,7.650180788,7.383942325,7.930536082,7.685748596,7.863405929,7.454013257,7.699790241,7.793017412,7.341805008,6.724414309,7.438580264,7.513999462,7.901973282,7.773305214,7.836247398,7.441085103
Dapma7bEVm001594,7.620774143,7.649348643,7.63945629,7.636343533,7.480879978,7.654062457,7.708954939,7.77739416,7.331223824,7.825160784,7.911547068,7.753636146,7.540435588,7.154041589,7.678733574,6.929038519
Dapma7bEVm001595,9.233748347,9.290534242,9.266806862,9.247952517,9.278257642,9.172628727,9.565705914,9.209071888,9.593673369,9.373435041,9.013493246,9.376528675,9.758413338,9.198464849,9.803639432,8.873153088
Dapma7bEVm001596,8.405639222,8.400641422,8.034340909,8.638215115,8.171856595,8.462132843,8.436973817,8.255109724,8.428196414,8.293781436,8.231179363,8.311711677,8.342971322,8.112235958,8.411895341,8.274314297
Dapma7bEVm001597,8.842072267,8.6431909,9.540437559,8.957814215,8.501454505,8.727697501,8.981107698,8.59545488,8.643155607,8.932555167,8.89637931,8.822135931,9.282723069,8.82348413,8.983770141,8.95026649
Dapma7bEVm001598,7.082296187,7.352261306,7.874265586,7.336451408,7.291082103,7.297926232,7.440329908,6.724414309,7.39205227,6.931851082,7.55538707,7.570526281,7.416648867,7.602163112,7.496165427,7.299842349
Dapma7bEVm001599,8.377920325,8.435593783,8.339577045,8.197190407,8.491829134,8.348758374,8.565456227,8.025506668,8.350459137,7.995934836,8.571504086,8.543198423,8.279599425,8.263805028,8.569777561,8.475146119
Dapma7bEVm001600,8.294368528,8.543776666,8.774996318,8.621749094,8.432409288,8.183108927,8.323243635,8.51105191,8.567233993,8.653589867,8.237747099,8.177660712,8.449053802,8.502744069,8.272760958,8.406918426
Dapma7bEVm001601,7.185656473,7.428623082,8.160477303,7.433156192,7.344384479,7.41851109,7.371854888,6.724414309,7.275095959,7.556184594,6.724414309,7.452636644,6.724414309,7.134184363,7.419031561,7.625567305
Dapma7bEVm001602,8.149912121,7.720738246,7.759936314,7.805041798,7.714407614,7.87802002,7.525719962,7.77739416,7.823616394,7.250807294,7.94660895,7.896740696,7.706033455,7.555480254,7.752218992,7.737630374
Dapma7bEVm001603,7.983284114,7.690881357,7.49766004,8.005678571,7.724485571,7.956917258,8.03554084,7.321921121,7.538569906,7.741309915,8.083395012,8.085251082,7.682655283,7.515926658,7.811841286,7.412373797
Dapma7bEVm001604,8.683050459,8.445395063,8.441942226,8.955259424,8.515751282,8.688286654,8.468193169,8.982529522,8.443770413,8.632345572,8.468493061,8.632474682,8.426285597,8.290913734,8.691192794,8.570781335
Dapma7bEVm001605,10.31502038,10.61023837,11.36766685,10.59157411,9.449027988,9.377636275,9.270627231,9.711533027,9.076699493,9.402451388,9.97056517,9.402028077,8.963719484,9.385502616,8.549034938,8.553131375
Dapma7bEVm001606,9.009428676,9.746749054,9.897735528,9.540973666,8.641740869,8.806091591,8.256663232,8.998889708,8.530336999,8.552720715,8.970785477,8.498413841,8.191570328,8.826373377,7.707033265,8.411923128
Dapma7bEVm001608,10.22699256,10.23156988,10.54758198,10.91251482,10.57147819,10.63740078,10.66274444,11.01789148,10.6878686,10.21104804,10.83712413,10.98092425,10.89688347,10.92031185,11.08982414,10.88577752
Dapma7bEVm001609,7.605655113,7.442854307,7.796654006,7.309611259,7.408671551,7.161991269,7.413816428,6.724414309,7.170060631,7.46483006,7.581875586,7.438219356,7.284359579,7.440929767,7.471414537,7.454984943
Dapma7bEVm001610,7.758419589,7.740082712,7.595047126,7.845990164,8.099466546,7.911670445,8.287873624,8.462433093,7.812508408,7.788850955,7.94660895,8.168126618,7.658606351,7.935606237,7.991626744,7.698585471
Dapma7bEVm001611,6.843980153,6.724414309,7.283700282,7.011449149,7.052976777,7.49862077,7.140558227,6.724414309,6.724414309,7.659380321,6.724414309,6.724414309,6.724414309,7.225445081,6.86462832,7.223566076
Dapma7bEVm001612,7.95270726,8.081383818,7.660773596,8.148696098,8.209414946,7.59938224,7.559407469,8.646318906,7.382329913,7.592114806,7.527928049,7.69868397,7.526101426,7.611171252,8.011967151,7.698585471
Dapma7bEVm001613,6.991466754,7.368309457,7.750516217,7.295691633,7.210502564,7.217557762,7.371854888,6.724414309,6.982388664,7.798064405,7.208561131,7.126226063,6.945208512,7.067596418,7.246401728,7.15722684
Dapma7bEVm001614,7.06192419,7.301273087,7.134044117,7.011449149,7.188078559,7.39371386,6.724414309,6.724414309,6.982388664,6.724414309,7.275661055,6.999375689,6.724414309,7.225445081,7.143744283,6.724414309
Dapma7bEVm001615,7.54204162,7.203705817,7.014551096,7.281405807,7.327170185,7.181290877,7.326770979,6.914578175,7.263131799,7.13822531,6.724414309,6.904574262,7.216222291,7.316070682,7.246401728,7.263117926
Dapma7bEVm001616,7.628227136,7.496954908,7.10774769,7.236039916,7.361106062,7.39371386,7.260429915,7.350645236,7.411055547,7.325358373,7.275661055,7.309185311,7.239980298,7.646217418,7.587468242,7.468603843
Dapma7bEVm001617,7.998232631,7.864938592,7.796654006,8.133719148,8.043567431,8.064738996,8.235369452,7.711999738,7.673732748,7.741309915,8.083395012,8.060849255,7.911231276,7.679815973,8.057925075,8.263018522
Dapma7bEVm001618,10.81469756,10.85343018,11.10867277,10.83477854,11.09846663,11.22338944,11.20308772,11.08435126,10.62456296,10.51799157,11.14649858,11.02819852,11.83479685,11.64351442,11.33158706,11.61748696
Dapma7bEVm001619,8.535356525,8.561649265,8.585162797,8.550108362,8.462485524,8.528384152,8.771176771,7.188551828,8.714740609,8.39173896,8.44679933,8.374613364,8.118765381,8.381076716,8.594217639,8.671720231
Dapma7bEVm001620,10.21726103,10.28494083,10.58653744,10.43408249,10.25426854,10.39404799,10.48298194,9.982729901,10.17123615,10.19347559,10.25751161,10.39657928,10.163916,10.2372518,10.51405783,10.38446824
Dapma7bEVm001621,8.298129235,8.502584527,8.355510374,8.178048025,9.15412215,8.162524962,8.432446843,7.988254128,8.434450361,8.16777801,7.746183668,8.259980447,8.259885381,8.007611255,8.561522348,8.381572926
Dapma7bEVm001622,7.899558028,7.730464278,7.882507389,8.108287876,7.984501152,8.041732876,7.996023117,8.037630837,7.908051697,8.370668917,8.257224131,8.274586411,8.103599964,7.679815973,8.108099148,7.894945675
Dapma7bEVm001623,7.894080762,8.483820306,8.985763518,8.466533544,8.391091927,8.501540216,8.395598542,7.745305257,8.040322496,8.259193252,8.521083984,8.280376811,8.761117157,9.051205299,8.527936403,8.579512599
Dapma7bEVm001624,10.72179699,10.588228,10.44192028,11.10075458,10.91998632,11.03728124,11.0321513,10.9002555,11.01822388,10.9381628,10.74175616,11.01209894,10.81052114,10.84054217,11.13165469,10.576856
Dapma7bEVm001625,7.998232631,7.897742384,7.882507389,8.197190407,8.064878028,8.136239162,8.13417364,7.867385192,7.705842464,7.942246898,7.980476793,8.174491842,7.920402274,7.91040084,8.156031019,7.972271724
Dapma7bEVm001627,11.76062019,12.46406637,12.04374586,11.03396653,12.17025321,11.04034443,11.87125052,11.45682511,12.04464682,11.64456065,10.82470532,11.57562167,12.30371046,11.33077985,12.50166731,11.23359652
Dapma7bEVm001628,8.136980232,7.967749564,7.750516217,8.108287876,7.819405018,8.006240845,8.041982775,7.988254128,7.736787613,7.816217009,7.980476793,7.987811671,7.804090695,7.809518573,8.240630655,8.064687237
Dapma7bEVm001629,8.17950491,8.127477705,7.968844407,8.412680279,8.139548983,8.271303193,8.079824022,7.429421693,8.008835721,7.592114806,7.911547068,8.078336368,7.761842986,7.773305214,8.089560336,8.323811112
Dapma7bEVm001630,7.082296187,7.318783323,7.368901358,7.063815728,7.570860333,7.367891547,7.371854888,6.724414309,6.982388664,7.307659662,6.724414309,7.052843986,7.136483534,7.302001466,7.391171957,7.636405672
Dapma7bEVm001631,7.54204162,7.383942325,7.204149626,7.724805051,7.507750719,7.380938314,7.612423,8.084769339,7.538569906,7.450750615,6.724414309,6.724414309,7.344734748,7.46320437,7.391171957,7.718329079
Dapma7bEVm001632,8.003167161,7.944959693,7.849103401,8.187660582,7.880447824,8.188195467,8.110357396,7.867385192,8.022447638,8.180409206,8.098368654,7.987811671,7.761842986,7.809518573,7.970871569,7.520555482
Dapma7bEVm001633,8.649837382,8.530199505,8.40205236,8.823547651,8.767882669,8.654479734,8.454912609,7.988254128,8.5274523,8.632345572,8.263642784,8.361224288,8.514885729,8.582233771,8.788197833,8.723189273
Dapma7bEVm001634,6.991466754,7.470438101,7.787613877,7.281405807,7.533646986,7.688577648,7.223795922,6.724414309,7.29824131,8.259193252,7.499394511,7.352553257,7.793712357,7.654746452,7.246401728,7.926606926
Dapma7bEVm001635,8.839657324,9.05541017,9.917310347,9.250006072,8.548474059,8.740567634,8.774624823,9.067542028,8.553173517,8.77022647,8.452259555,8.590868577,8.443402197,8.347546571,8.676170932,8.596792625
Dapma7bEVm001636,7.921163736,7.74959663,8.185255724,7.976899036,7.929838866,8.064738996,8.041982775,7.622497421,7.96687696,7.62645437,7.275661055,7.594348296,7.793712357,7.679815973,7.890844388,8.03011417
Dapma7bEVm001637,12.27415213,12.29569894,12.76193625,12.31986744,12.51504108,12.31699594,12.63682529,12.34403216,12.17819701,12.16768954,12.33534402,12.39889819,12.44914399,12.19443667,12.58995186,12.29272822
