,C1,C2,C3,C4,IN2,IN3,IN4,IN5,AL2,AL3,AL4,AL5,ALIN2,ALIN3,ALIN4,ALIN5
Dapma7bEVm000001,217.2878046,177.7489129,150.1890263,143.6245851,150.9260124,166.6425777,112.2173227,178.4669355,225.7800267,254.0264259,201.946682,146.9508704,198.5245229,204.3979032,142.9427124,121.4557713
Dapma7bEVm000002,2601.639935,2287.178782,1921.346757,1707.536734,2141.607066,2599.445984,2227.612291,2522.455346,2811.741053,3352.710845,2644.539884,2342.958259,2991.516405,2954.322635,2078.167127,2957.554572
Dapma7bEVm000003,138.8025775,186.3151255,140.5340174,152.0236836,106.8600233,192.4855442,133.8732972,246.5419521,190.5230856,287.9696121,103.3774682,130.4395366,244.4333189,219.8565682,144.9419112,132.1097864
Dapma7bEVm000004,228.9152457,274.1188054,228.5018757,133.5456668,150.9260124,71.29094231,171.2790714,518.8420186,229.8481353,258.4061918,287.2931965,248.7707618,193.5614099,336.65537,219.9118653,82.03591572
Dapma7bEVm000005,688.1991672,971.1943613,826.0396444,694.6054496,645.566739,645.1830279,550.258626,756.1846442,815.655772,989.8271077,514.4832137,691.2745062,893.3603532,640.6757807,532.7864736,516.7197289
Dapma7bEVm000006,654.7702742,745.2605021,522.4432556,414.0755582,435.1516415,622.9046084,458.7129154,850.0177752,738.3617088,632.8761817,518.0894045,499.192657,651.4085909,653.5580015,464.8137153,630.7176897
Dapma7bEVm000007,0,19.2739785,75.09451313,4.199549272,6.609898352,4.455683894,1.968724959,0,0,44.89260112,0,0,0,0,0,0
Dapma7bEVm000008,1334.975576,1547.272163,1096.379892,1003.692276,1126.987669,1072.037545,976.4875796,1363.340198,1302.472766,1318.309555,1288.612161,1291.186299,1424.413452,1590.52486,1112.554118,1255.04297
Dapma7bEVm000009,1364.770893,1864.222032,1428.941307,1250.625773,1086.226629,1348.289946,1135.954301,1700.03555,1517.404504,1825.267465,1460.507254,1365.487301,1445.506683,1443.667543,1011.59458,1633.260504
Dapma7bEVm000010,797.2064271,706.7125451,640.4489191,833.1905756,731.4954176,923.2177029,667.397761,938.3313103,819.7238806,802.5921127,802.9784738,881.1548443,1158.886903,1011.683739,872.6502654,617.9328716
Dapma7bEVm000011,3847.956273,5233.95594,3153.969551,3566.257242,3154.023163,3344.436331,3606.704124,4759.731568,5839.769879,4392.905261,4096.632693,4149.298171,5574.81676,5691.365146,3617.550184,5461.248104
Dapma7bEVm000012,722.3547753,1135.023179,658.686158,508.9853718,613.618897,557.8516236,711.6940726,1081.840805,1147.206622,1196.771049,591.4152831,665.9571278,1047.216859,1089.835879,674.7295867,761.7620745
Dapma7bEVm000013,245971.975,201551.2055,167470.4193,147294.9912,193536.7221,129270.0834,113632.8359,156482.3848,178150.6113,222932.2774,226449.5461,200464.103,205309.0985,221754.5487,168480.4776,248656.1875
Dapma7bEVm000014,390.9727053,555.7330469,239.2296632,311.606556,322.7833695,406.3583712,307.1210936,723.0670685,468.5105058,536.5213305,482.027497,426.5427885,461.5695158,495.5360931,290.8834218,441.0762222
Dapma7bEVm000015,475.271653,496.8403348,465.5859814,338.4836713,348.1213132,339.5231128,345.5112303,404.7703691,412.9130217,332.8622132,409.903682,392.9697432,359.8256978,375.3020324,326.8689998,461.3188507
Dapma7bEVm000016,1927.248354,2040.900168,1499.744705,1757.931325,2072.203133,1738.607856,1877.179248,2042.250499,2235.425669,2233.680641,1925.705861,2132.713942,2242.086331,2304.199892,1824.268882,1880.433652
Dapma7bEVm000017,459.2839215,731.3404066,400.1464771,419.9549272,425.2367939,456.2620308,425.2445911,410.2899651,477.3247411,570.4645167,584.2029016,555.8815695,703.5212782,571.1117884,528.7880761,359.0403065
Dapma7bEVm000018,925.8349937,1202.482103,819.6029718,692.9256299,700.6492253,682.6107726,631.9607118,991.6874044,923.4606496,862.8138947,1006.127219,815.6598871,1023.642071,898.3201965,659.7355958,818.2283542
Dapma7bEVm000019,806.6537229,768.817587,578.2277511,637.4915795,564.0446593,649.6387118,629.0076243,804.0211423,749.2099984,846.3897724,861.8795894,641.740505,806.5058744,942.1197472,575.7692473,776.6776956
Dapma7bEVm000020,155.5170241,123.1393071,81.53118568,216.6967424,102.4534244,190.7032707,80.71772331,207.9047805,117.297131,170.8108726,114.1960404,128.7884032,165.0235097,170.9041292,110.955532,108.6709533
Dapma7bEVm000021,954.1768813,818.0733098,834.6218745,889.4645358,816.3224464,1013.222518,867.2233443,824.2596608,1078.048776,1126.694794,948.4281674,835.4734876,1469.08147,1215.222828,998.5997883,1387.152757
Dapma7bEVm000022,1566.797682,1597.598663,1189.711644,1322.858021,1240.457591,1302.841971,1192.062963,1425.895619,1907.26491,1999.363162,1556.672341,1453.547748,1818.980941,1865.345571,1052.578155,1801.593941
Dapma7bEVm000023,220.92138,247.3493908,205.9735217,309.0868264,348.1213132,258.4296659,177.1852463,380.8521201,305.1081441,185.0451119,295.7076415,356.0944312,199.7653012,280.8324133,172.9306941,268.4811787
Dapma7bEVm000024,31.97546289,65.3173716,82.60396444,72.23224748,58.38743544,83.76685721,50.20248645,27.59797971,42.03712208,18.61400534,20.43508092,34.12342308,22.33400883,36.92903294,69.97195713,26.63503757
Dapma7bEVm000025,510.1539761,478.6371328,229.5746544,424.9943863,436.2532912,435.7658849,394.7293542,456.2865979,421.0492389,597.838054,401.4892369,344.5364975,430.5500591,460.3246896,374.8497704,335.6014734
Dapma7bEVm000026,167.8711802,143.4840622,68.65784057,118.4272895,142.1128146,88.22254111,107.2955103,206.0649152,233.9162438,118.253681,179.1074739,170.6171154,127.8001616,173.4805733,96.9611406,177.922051
Dapma7bEVm000027,109.0072599,144.5548388,219.9196456,119.2671993,160.8408599,107.8275502,113.2016851,207.9047805,89.49838895,289.0645536,145.4496936,155.2065372,122.8370486,132.2574668,108.9563333,245.0423457
Dapma7bEVm000028,380.0719794,356.5686023,210.2646368,191.4994468,206.0084986,165.7514409,226.4033703,279.6595278,357.9935558,281.3999631,383.4582831,290.0490962,425.5869461,392.4783268,220.9114647,548.681774
Dapma7bEVm000029,1146.756374,1254.950156,1851.616138,1335.456668,1253.677387,1414.234068,1274.749411,1157.275283,1332.983581,1148.593624,1361.93804,1471.159837,1475.285361,1429.926508,1382.445953,1311.50925
Dapma7bEVm000030,180.9520514,188.4566787,157.6984776,183.9402581,132.197967,121.1946019,85.63953571,121.4311107,200.693357,153.2918087,219.9776358,160.1599374,143.9302791,121.9516902,133.9463179,155.5486194
Dapma7bEVm000031,736.8890766,781.666906,447.3487425,546.7813152,506.7588736,656.767806,598.4923875,743.305587,959.3956088,895.6621395,728.4505316,643.9420162,782.9310873,888.8732346,530.7872748,902.3950729
Dapma7bEVm000032,808.8338681,783.8084592,831.4035382,727.3619339,886.8280288,920.5442926,805.2085081,995.367135,877.3554189,819.0162351,914.770387,887.7593778,1186.184025,1059.777364,1004.597385,1128.260191
Dapma7bEVm000033,176.591761,281.6142415,140.5340174,173.8613399,103.5550742,167.5337144,137.8107471,242.8622215,235.27228,260.5960748,189.9260462,209.6939386,229.5439796,243.0445656,150.9395075,187.5106645
Dapma7bEVm000034,728.8952109,762.3929275,582.5188661,554.3405039,462.6928846,486.5606813,486.2750648,515.162288,677.34008,832.155533,516.8873409,411.6825881,634.0376951,619.2054127,466.812914,692.5109768
Dapma7bEVm000035,1267.391075,1457.32693,1129.636033,836.550215,895.6412266,665.6791738,712.6784351,1149.915821,1255.689518,901.1368469,1115.515005,920.7820453,1203.55492,1121.612024,723.7099567,1168.745449
Dapma7bEVm000036,244.1762621,236.641625,322.9064064,152.0236836,123.3847692,171.9893983,158.4823592,318.2966994,147.8079454,143.4373353,187.521919,151.3538927,331.2877977,143.4220581,177.928691,120.3903698
Dapma7bEVm000037,482.5388036,431.5229632,92.25897327,133.5456668,156.434261,169.315988,130.9202098,610.8352843,389.8604064,456.5906017,310.1324045,281.2430515,398.2898241,474.9245398,158.9363026,487.9538883
Dapma7bEVm000038,224.5549553,249.490944,447.3487425,393.0778119,623.5337445,433.0924745,612.2734622,266.7804706,360.7056282,312.0583249,369.0335201,454.6120558,609.2221298,455.1718013,779.6875224,355.8441019
Dapma7bEVm000039,1143.849513,1585.82012,961.209768,1072.564884,852.6768873,1142.437351,730.3969597,1979.695078,1869.973915,1617.228582,1412.424711,1105.158605,1733.367241,1487.467094,626.7488161,1814.378759
Dapma7bEVm000040,470.1846475,611.4134292,390.4914683,443.4724031,316.1734711,400.1204137,335.6676055,298.0581809,463.7643791,509.1477932,298.1117687,327.474786,694.8358303,316.9026315,323.8702016,434.6838132
Dapma7bEVm000041,832.0887502,678.872354,548.1899458,561.0597827,518.8770206,503.4922801,503.009227,447.0872714,789.2130662,619.7368838,741.673231,736.9558629,674.983378,599.4526742,497.800495,663.7451363
Dapma7bEVm000042,60.31735045,44.97261651,43.98392912,40.31567301,29.74454258,49.90365962,68.90537356,27.59797971,54.91946595,101.8295586,49.28460692,41.27833437,73.20591783,75.57569531,47.98077061,61.79328716
Dapma7bEVm000043,1746.296303,2182.242677,1756.138828,1798.246998,2201.096151,2024.662762,1807.289512,2165.521475,2403.574158,1820.887699,2301.951762,2254.347434,2661.469386,2723.301475,2254.096619,2658.17675
Dapma7bEVm000044,555.9370253,491.4864518,193.1001766,470.3495185,350.3246126,315.4624197,266.7622319,467.3257898,459.0182524,429.2170644,573.3843293,483.7820788,600.5366819,545.3473468,353.8581832,289.7892088
Dapma7bEVm000045,2664.864146,2913.583084,2007.169058,1821.764474,2016.018997,2099.518251,1879.147973,2818.673661,3082.948292,2793.195743,3001.552768,2380.383949,3192.522485,3174.179203,2098.159115,3088.598957
Dapma7bEVm000046,26.16174237,40.68951017,17.16446014,31.91657447,92.53857692,79.31117332,54.13993637,88.31353509,28.47676012,176.28558,33.65778034,52.83626799,54.59424381,149.4337612,79.96795101,61.79328716
Dapma7bEVm000047,97.3798188,107.0776584,52.56615919,70.55242777,190.5854025,101.5895928,104.3424228,73.59461257,178.3187598,95.2599097,70.92175143,80.90553536,125.3186051,132.2574668,97.96073999,144.8946044
Dapma7bEVm000048,9682.02482,10195.93463,6791.762323,6900.699364,6137.290619,8077.263764,7146.4716,10240.69034,10076.02696,11709.3043,8386.797622,7836.829374,10326.99753,11852.50194,6727.303879,10535.75546
Dapma7bEVm000049,225.2816704,262.340263,213.482973,221.7362016,180.6705549,207.6348695,208.6848456,68.07501663,204.7614656,229.9377131,227.1900173,253.1737841,315.1576802,239.6093067,162.9347002,184.31446
Dapma7bEVm000050,9.447295854,19.2739785,207.0463005,39.47576316,398.7972005,358.2369851,136.8263846,93.83313103,35.9349592,1694.969428,125.0146127,95.21535794,189.8390751,196.6685707,75.96955346,245.0423457
Dapma7bEVm000051,188.9459171,141.342509,97.62286707,118.4272895,138.8078654,110.5009606,105.3267853,53.35609411,67.12379171,189.4248779,94.9630231,121.6334919,204.7284143,145.9985023,101.9591375,117.1941653
Dapma7bEVm000052,717.9944849,792.3746718,342.2164241,377.9594345,479.2176305,312.7890094,370.1202923,632.9136681,568.1791662,751.1298627,524.0997224,529.4634355,702.2804999,729.1336968,312.8746083,713.8190069
Dapma7bEVm000053,526.8684226,522.5389728,617.9205652,556.8602335,425.2367939,505.2745536,519.7433891,607.1555537,509.1915917,538.7112135,479.6233698,539.3702358,516.1637596,444.8660247,468.8121128,573.1860085
Dapma7bEVm000054,506.5204008,543.9545044,741.2901224,613.9741036,605.9073489,712.0182863,692.006823,562.9987862,565.4670938,592.3633465,627.4771906,633.4848381,469.0141854,538.4768291,673.7299873,539.0931604
Dapma7bEVm000055,8833.221624,11173.55365,8045.840692,7145.953041,7455.965341,7917.75028,7313.813222,9265.561723,9751.256287,12036.69181,9100.823391,8146.692071,10418.81512,12581.63564,7988.798306,10610.33357
Dapma7bEVm000056,1007.953796,727.0573002,647.9583704,902.0631836,554.1298118,780.6358183,751.0685718,791.1420851,913.9683962,824.4909426,1030.168491,914.1775118,946.7138188,1068.365511,784.6855193,943.9457315
Dapma7bEVm000057,232.548821,212.0137635,135.1701236,177.2209793,143.2144643,75.7466262,136.8263846,68.07501663,155.2661445,238.697245,294.505578,193.1826048,67.00202649,123.6693196,151.9391069,72.44730219
Dapma7bEVm000058,2972.264619,3128.809177,2336.512137,2848.974226,2436.849192,3020.95368,2821.182866,3462.626521,4112.857783,3230.077398,3761.256953,3486.64331,4124.346964,4136.051689,3459.613481,3741.690078
Dapma7bEVm000059,864.7909282,842.7011712,410.8742647,366.2006965,560.7397102,340.4142495,406.541704,826.0995261,993.9745318,885.807666,784.94752,573.4936588,710.9659478,833.0502778,363.8541771,721.2768174
Dapma7bEVm000060,2481.005234,2111.571423,2111.228598,2300.513091,2202.197801,1986.34388,1964.787509,1939.218041,2350.688746,2072.724242,2247.858901,2029.793295,1647.75354,1680.700406,1793.281301,1796.266934
Dapma7bEVm000061,171.5047555,139.2009559,135.1701236,139.4250358,172.9590069,94.46049856,115.1704101,123.2709761,82.04018987,257.3112503,210.3611271,180.5239156,90.57681359,112.5047282,110.955532,168.3334374
Dapma7bEVm000062,457.1037763,406.8951017,297.1597162,458.5907805,294.1404766,398.3381402,332.714518,358.7737363,440.0337457,351.4762185,445.9655895,436.4495887,449.1617331,323.7731492,287.8846236,426.1606011
Dapma7bEVm000063,178.7719062,215.2260933,49.34782291,83.15107558,190.5854025,110.5009606,101.3893354,134.3101679,176.9627236,317.5330323,169.4909653,136.4936923,244.4333189,272.2442661,194.9218806,271.6773832
Dapma7bEVm000064,680.2053015,615.6965355,584.6644236,819.7520179,597.0941511,774.3978608,566.0084257,774.5832973,795.9932472,1115.745379,866.6878437,893.2631557,960.3623797,803.8505774,738.7039475,665.8759393
Dapma7bEVm000065,288.5058811,311.5959858,277.8496986,307.4070067,544.2149643,475.8670399,430.1664035,625.5542069,435.287619,373.3750484,383.4582831,410.0314547,400.7713807,551.3590499,413.8341465,511.3927214
Dapma7bEVm000066,13.80758625,63.17581843,270.3402473,102.4690022,103.5550742,150.6021156,74.81154843,45.99663286,25.08666963,800.4022298,34.85984392,23.11586725,205.9691925,60.11703036,21.99118653,158.7448239
Dapma7bEVm000067,683.1121618,807.365544,631.866689,790.355173,573.9595069,782.4180919,503.9935894,537.2406718,640.0490846,648.2053625,709.2175143,661.5541055,614.1852428,692.2046639,514.7936846,566.7935995
Dapma7bEVm000068,801.5667175,736.6942895,572.8638573,650.0902273,694.0393269,607.7552832,538.4462762,897.8542734,596.6559263,581.4139316,498.8563871,603.7644374,450.4025114,555.6531235,598.7600332,609.4096596
Dapma7bEVm000069,590.0926333,431.5229632,419.4564948,508.1454619,461.5912349,505.2745536,364.2141174,367.9730629,356.6375196,463.1602506,389.4686011,401.7757879,351.1402499,396.7724004,511.7948865,266.3503757
Dapma7bEVm000070,30.52203276,47.11416968,21.45557518,85.67080515,36.35444093,53.46820673,15.74979967,34.95744097,18.30648865,6.569648945,12.02063583,9.906800248,8.685447879,21.47036799,29.98798163,49.00846913
Dapma7bEVm000071,243.449547,88.87445643,419.4564948,364.5208768,321.6817198,690.6310036,241.1688075,491.2440389,230.5261534,500.3882613,258.4436704,354.9936756,524.8492075,394.1959562,350.8593851,240.7807396
Dapma7bEVm000072,47.23647927,86.73290327,57.93005298,104.1488219,127.7913681,148.8198421,80.71772331,82.79393914,26.44270583,65.69648945,137.0352485,70.44835732,122.8370486,100.4813222,97.96073999,35.15824959
Dapma7bEVm000073,227.4618156,175.6073597,220.9924243,221.7362016,146.5194135,171.9893983,178.1696088,108.5520535,104.4147871,133.5828619,144.24763,130.9899144,73.20591783,62.69347452,106.9571345,44.74686312
Dapma7bEVm000074,283.4188756,491.4864518,137.3156811,325.8850235,67.20063324,371.6040368,202.7786708,397.4109079,420.3712208,730.3259744,443.5614623,381.4118096,403.2529372,599.4526742,131.9471192,737.25784
Dapma7bEVm000075,2302.233328,2475.635461,1950.311784,1554.67314,1715.268622,1539.884354,1688.181652,2145.282956,2826.657451,2020.16705,2680.601791,2176.193788,2170.121191,2372.046255,1687.323766,2423.788419
Dapma7bEVm000076,521.7814172,661.7399286,556.7721759,545.9414054,285.3272788,467.8468089,413.4322413,447.0872714,589.8757453,479.584373,444.7635259,362.6989647,435.5131722,454.3129866,427.8285379,568.9244025
Dapma7bEVm000077,1376.398334,1886.70834,1246.568918,1040.64831,966.146809,1026.589569,932.191268,1372.539524,1166.869147,1684.020013,1149.172786,1126.623339,1146.47912,1485.749465,882.6462593,1110.148366
Dapma7bEVm000078,615.5276606,549.3083874,559.9905122,387.1984429,528.7918681,338.631976,313.0272684,579.557574,367.4858092,500.3882613,501.2605143,535.5175912,419.3830547,540.1944585,496.8008957,624.3252807
Dapma7bEVm000079,569.0178964,551.4499405,452.7126363,397.2773611,622.4320948,458.9354411,534.5088263,540.9204024,612.2503426,440.1664793,546.9389305,505.2468127,490.107416,565.9589001,440.82333,474.1036688
Dapma7bEVm000080,977.4317634,1402.717324,995.5386883,843.2694938,706.1574739,744.9903471,842.6142824,999.0468657,1251.621409,1214.290113,863.0816529,873.999933,1273.038503,1045.177514,922.6302348,1214.557713
Dapma7bEVm000081,1353.143452,1064.351924,855.0046709,757.5986887,879.1164808,662.1146267,756.9747467,1433.25508,1288.234386,1099.321257,1455.699,1195.970941,1589.436962,1865.345571,1000.598987,1737.669851
Dapma7bEVm000082,728.1684958,579.2901317,304.6691675,290.6088096,358.0361607,253.973982,278.5745817,899.6941387,714.6310754,485.0590804,623.8709998,445.2556334,599.2959036,481.7950576,301.8790151,412.3103816
Dapma7bEVm000083,90.83938321,230.2169655,113.7145485,109.1882811,29.74454258,122.9768755,62.0148362,91.99326571,140.3497463,310.9633834,323.355104,237.2128282,7.44466961,217.280124,83.96634856,151.2870134
Dapma7bEVm000084,88.65923802,80.30824377,37.54725656,91.55017413,45.16763874,98.91618246,40.35886166,68.07501663,53.56342975,86.50037777,116.6001676,64.39420162,79.40980918,76.43451003,58.97636387,50.07387063
Dapma7bEVm000085,425.8550285,498.9818879,224.2107606,183.9402581,224.736544,233.4778361,272.6684068,412.1298304,467.8324877,329.5773887,424.328445,409.4810769,342.4548021,385.607809,214.9138683,329.2090644
Dapma7bEVm000086,37.78918342,52.46805259,21.45557518,45.35513214,35.25279121,41.88342861,48.23376149,23.91824909,42.03712208,99.63967566,19.23301734,26.418134,48.39035247,25.76444158,38.98437612,27.70043907
Dapma7bEVm000087,1320.441274,1510.865759,1458.979112,1201.911002,1296.641727,1460.573181,1676.369302,2108.48565,1565.543789,1869.065125,1381.171057,1412.269413,1449.229017,1919.450898,1600.35862,1654.568534
Dapma7bEVm000088,473.0915078,476.4955797,715.5434322,475.3889776,438.4565907,539.1377512,488.2437898,568.5183821,528.8541165,596.7431125,488.0378149,499.192657,318.880015,350.3964055,481.8069048,395.2639576
Dapma7bEVm000089,77.75851203,84.5913501,79.38562816,93.22999384,64.99733379,54.35934351,0,3.679730629,75.93802699,112.7789736,0,73.20024628,222.09931,154.5866495,84.96594795,172.5950435
Dapma7bEVm000090,437.4824695,436.8768461,622.2116802,548.4611349,296.3437761,368.9306265,437.0569409,459.9663286,334.2629224,414.982825,462.7944796,438.1007221,270.4896625,441.4307658,426.8289385,330.2744659
Dapma7bEVm000091,29.06860263,12.849319,93.33175203,24.35738578,90.33527747,81.09344688,33.4683243,51.5162288,16.27243435,289.0645536,22.83920809,23.11586725,58.31657861,102.1989516,19.99198775,54.33547664
Dapma7bEVm000092,306.6737577,355.4978257,331.4886365,346.8827699,301.8520247,245.953751,272.6684068,410.2899651,267.1391307,213.5135907,349.8005028,367.101987,192.3206316,221.5741976,215.9134677,346.2554884
Dapma7bEVm000093,146.7964433,140.2717324,81.53118568,113.3878303,72.70888187,121.1946019,127.9671223,147.1892251,112.5510043,247.4567769,177.9054104,170.6171154,192.3206316,119.375246,108.9563333,177.922051
Dapma7bEVm000094,79.93865723,93.15756277,106.2050971,107.5084614,68.30228297,85.54913077,114.1860476,93.83313103,127.4674024,83.2155533,81.74032368,113.3778251,52.11268727,89.31673082,76.96915285,128.9135818
Dapma7bEVm000095,533.4088582,518.2558664,282.1408136,424.9943863,409.8136978,376.0597207,330.7457931,640.2731294,391.8944607,524.4769741,477.2192426,486.5339678,514.9229814,463.7599485,345.8613881,516.7197289
Dapma7bEVm000096,954.9035963,982.9729037,731.6351136,696.2852693,761.2399601,747.6637575,616.2109121,1105.759054,833.2842426,1019.390528,1089.069607,782.6372196,1170.053907,1125.047282,666.7327916,941.8149285
Dapma7bEVm000097,969.4378976,978.6897974,753.0906888,944.0586763,698.4459258,848.3622135,648.6948739,1008.246192,910.5783057,1081.802193,860.6775258,768.8777748,1142.756785,1051.189217,619.7516203,1023.850844
Dapma7bEVm000098,981.0653387,860.9043732,465.5859814,640.8512189,630.1436428,654.0943957,417.3696913,778.2630279,743.1078355,869.3835437,674.3576703,631.2833269,911.9720273,729.1336968,528.7880761,817.1629527
Dapma7bEVm000099,685.292307,951.9203828,490.2598928,541.7418561,613.618897,634.4893866,431.150766,658.6717825,809.5536091,714.9967935,780.1392657,714.9407513,759.3563002,835.626722,521.7908803,899.1988684
Dapma7bEVm000100,332.108785,292.3220073,225.2835394,178.900799,180.6705549,239.7157935,221.4815579,206.0649152,256.2908411,443.4513038,337.779867,295.5528741,245.6740971,297.1498929,191.9230824,310.0318373
Dapma7bEVm000101,9.447295854,14.99087217,9.655008831,11.75873796,8.813197802,8.02023101,5.906174876,5.519595943,16.27243435,6.569648945,9.616508668,1.651133375,16.13011749,14.59985023,22.99078592,6.392409017
Dapma7bEVm000102,1807.340368,2049.466381,1631.696492,1448.004589,1277.913681,1510.47684,1359.404584,1961.296425,1880.822204,1899.723487,1860.794427,1633.521285,1728.404128,2045.696662,1389.443149,2000.824022
Dapma7bEVm000103,130.0819968,165.9703704,96.55008831,129.3461176,106.8600233,106.0452767,137.8107471,255.7412787,111.8729862,64.60154796,100.973341,103.4710248,86.85447879,114.2223577,84.96594795,138.5021954
Dapma7bEVm000104,1306.633688,1523.715078,1275.533944,1507.638189,1160.037161,1204.816925,1275.733773,1928.178849,1529.608829,1332.543794,1579.511549,1558.669906,1449.229017,1522.678498,1276.488418,1685.465177
Dapma7bEVm000105,792.8461367,1125.386189,990.1747945,800.4340912,806.4075989,1334.031758,840.6455574,1337.582083,1080.760848,1641.317295,1161.193422,1036.361382,1186.184025,1214.364013,974.609403,1208.165304
Dapma7bEVm000106,31.97546289,14.99087217,7.509451313,6.719278835,5.508248626,10.69364135,5.906174876,23.91824909,7.458199079,43.79765963,18.03095375,14.30982258,19.85245229,0,29.98798163,14.91562104
Dapma7bEVm000107,736.1623616,747.4020553,651.1767067,575.3382503,534.3001167,613.1021039,543.3680886,496.7636349,629.8788131,1039.099475,631.0833813,622.4772823,813.950544,766.9215445,797.6803113,672.2683483
Dapma7bEVm000108,1278.291801,1432.699069,1338.827891,1280.022618,1133.597567,1163.824633,1240.296724,1208.791511,1482.825581,1339.113443,1342.705023,1135.979762,1184.943246,1251.293046,1026.588571,1167.680047
Dapma7bEVm000109,1028.301818,971.1943613,776.6918215,834.8703953,784.3746044,712.0182863,712.6784351,837.138718,930.9188487,898.9469639,730.8546588,672.5616613,652.6493692,873.4145697,643.7420056,976.9731781
Dapma7bEVm000110,598.0864991,435.8060695,408.7287072,403.1567301,327.1899684,335.9585656,416.3853288,618.1947456,626.4887226,743.4652722,587.8090923,504.1460571,437.9947287,402.7841034,543.7820669,898.1334669
Dapma7bEVm000111,248.5365525,284.8265712,141.6067962,221.7362016,244.566239,254.8651188,249.0437073,228.143299,240.0184067,295.6342025,256.0395433,349.4898977,387.1228197,292.8558193,296.8810181,305.7702313
Dapma7bEVm000112,4.360290394,74.95436085,400.1464771,104.9887318,156.434261,161.295757,67.92101108,0,4.068108589,532.1415645,0,16.51133375,79.40980918,75.57569531,26.98918347,149.1562104
Dapma7bEVm000113,11.62744105,18.20320192,15.01890263,13.43855767,9.914847527,4.455683894,3.937449918,5.519595943,24.40865153,5.474707454,10.81857225,15.96095596,11.16700442,6.011703036,7.996795101,0
Dapma7bEVm000114,38.51589848,108.1484349,118.0056635,40.31567301,258.8876854,33.8631976,27.56214942,3.679730629,46.78324877,0,152.6620751,134.8425589,99.26226147,41.22310653,37.98477673,105.4747488
Dapma7bEVm000115,4433.688616,3709.170085,3092.821162,3003.517639,3018.520247,3005.804355,3031.836437,3804.84147,3769.780625,3359.280494,3856.219976,3252.18237,3848.894188,3775.349507,3148.738071,3777.913729
Dapma7bEVm000116,976.7050483,1105.041434,646.8855917,724.8422043,702.8525247,836.7774354,692.006823,846.3380446,1077.370758,1301.885433,1068.634526,851.9848214,1336.318195,1324.292297,670.7311891,1336.013485
Dapma7bEVm000117,1900.359897,1710.030204,1309.862865,1475.721614,1542.309615,1627.215758,1357.435859,1861.943698,2109.314303,1890.963955,1793.478867,1735.341177,2364.92338,2011.344073,1375.448757,2204.315709
Dapma7bEVm000118,564.657606,475.4248031,523.5160344,507.305552,447.2697885,460.7177147,428.1976785,478.3649817,589.1977272,408.4131761,500.0584507,471.1233896,447.9209549,479.2186134,444.8217275,461.3188507
Dapma7bEVm000119,850.2566269,890.8861175,584.6644236,593.8162671,708.3607733,708.4537392,692.9911855,892.3346774,982.4482241,1082.897134,925.5889593,657.7014609,1137.793672,955.8607827,579.7676448,970.5807691
Dapma7bEVm000120,916.3876978,1064.351924,756.3090251,666.0485145,514.4704217,666.5703106,655.5854113,798.5015464,881.4235275,1001.871464,864.2837165,615.322371,867.3040096,894.0261229,571.7708497,860.8444143
Dapma7bEVm000121,497.79982,549.3083874,373.3270081,448.5118622,436.2532912,395.6647298,355.3548551,781.9427586,562.7550214,620.8318253,537.3224218,495.8903902,378.4373719,474.9245398,364.8537765,505.0003123
Dapma7bEVm000122,187.4924869,217.3676465,62.22116802,103.3089121,113.4699217,147.9287053,105.3267853,156.3885517,122.7212758,178.475463,151.4600115,143.6486036,121.5962703,91.89317498,141.943113,140.6329984
Dapma7bEVm000123,406.9604368,397.2581125,358.3081055,364.5208768,334.9015165,313.6801462,332.714518,274.1399318,366.8077911,515.7174422,328.1633583,257.5768065,431.7908374,369.2903294,278.8882292,369.6943215
Dapma7bEVm000124,594.4529237,623.1919716,333.634194,341.8433107,226.9398434,396.5558666,347.4799552,222.623703,425.1173475,585.7936976,473.6130519,449.6586557,491.3481943,495.5360931,266.8930365,435.7492147
Dapma7bEVm000125,771.0446847,906.9477663,517.0793618,467.8297889,580.5694052,442.0038423,503.9935894,765.3839707,875.3213646,856.2442458,837.8383177,624.6787934,857.3777834,815.0151687,458.8161189,675.4645528
Dapma7bEVm000126,1000.686645,1234.605401,1015.921485,1122.119565,794.2894519,1326.011527,1132.016851,794.8218158,1869.973915,1557.0068,859.4754622,1139.832406,2026.190912,1571.630937,1625.348604,1631.129701
Dapma7bEVm000127,1005.046936,913.3724258,798.1473967,898.7035442,838.3554409,851.0356238,792.4117959,932.8117143,1130.25617,786.1679904,1040.987063,898.7669337,821.3952137,951.5667091,841.6626844,936.487921
Dapma7bEVm000128,467.2777872,531.1051854,370.1086718,419.9549272,384.4757541,480.3227238,426.2289536,478.3649817,501.0553745,483.9641389,580.5967108,452.4105447,441.7170635,417.3839536,335.8653942,431.4876086
Dapma7bEVm000129,563.930891,587.8563444,467.7315389,499.7463634,450.5747376,567.6541281,491.1968772,507.8028267,510.5476279,650.3952455,664.7411617,591.1057482,677.4649345,648.4051132,440.82333,663.7451363
Dapma7bEVm000130,59.59063539,72.81280768,31.11058401,75.59188689,88.13197802,65.05298486,69.88973604,18.39865314,51.52937546,13.13929789,85.34651443,121.0831141,39.70490459,84.1638425,84.96594795,44.74686312
