,log2FoldChange,pvalue,padj
Dapma7bEVm004072,-0.444215214,0.270775109,0.921222436
Dapma7bEVm004073,0.381298057,0.725614868,0.994207572
Dapma7bEVm004074,0.027203824,0.936957283,0.997211633
Dapma7bEVm004075,0.050452366,0.81211549,0.995280907
Dapma7bEVm004076,-0.092136949,0.764749835,0.995280907
Dapma7bEVm004077,0.298050992,0.505303102,0.965367318
Dapma7bEVm004078,0.465063732,0.109174621,0.803721966
Dapma7bEVm004079,0.915770259,0.025144496,0.517521417
Dapma7bEVm004080,0.220229782,0.486119689,0.96103568
Dapma7bEVm004081,0.158824503,0.561998138,0.971159653
Dapma7bEVm004082,-0.048434002,0.947485608,0.997211633
Dapma7bEVm004083,0.065749685,0.647047558,0.984108345
Dapma7bEVm004084,0.278456208,0.150840178,0.848119575
Dapma7bEVm004085,0.070574429,0.670208545,0.985173387
Dapma7bEVm004086,-0.00012863,0.999586083,0.999796072
Dapma7bEVm004087,0.190455365,0.474306637,0.959980398
Dapma7bEVm004088,-0.01384556,0.977143688,0.999213221
Dapma7bEVm004089,0.913112198,0.206562118,0.884141008
Dapma7bEVm004090,0.034659181,0.917757168,0.996018607
Dapma7bEVm004091,-0.547086961,0.420039176,0.952985701
Dapma7bEVm004092,-1.6932863,0.30760462,0.938852682
Dapma7bEVm004093,0.147400729,0.693473907,0.991108184
Dapma7bEVm004094,-0.601267698,0.111420029,0.805287156
Dapma7bEVm004095,0.249783237,0.320295218,0.941696037
Dapma7bEVm004096,0.191838627,0.787831787,0.995280907
Dapma7bEVm004097,-0.469570863,0.189650006,0.877495148
Dapma7bEVm004098,0.014154415,0.970751384,0.999117826
Dapma7bEVm004099,0.32285095,0.308604758,0.93895248
Dapma7bEVm004100,1.060572064,7.10E-05,0.014731576
Dapma7bEVm004101,0.211613388,0.121433889,0.820109114
Dapma7bEVm004102,0.191854063,0.574113496,0.971464427
Dapma7bEVm004103,-0.197353755,0.36527781,0.947850483
Dapma7bEVm004104,-0.105201417,0.444081045,0.956356134
Dapma7bEVm004105,0.322500961,0.18828351,0.877495148
Dapma7bEVm004106,0.336980832,0.365323634,0.947850483
Dapma7bEVm004107,-0.585963183,0.300252395,0.933826739
Dapma7bEVm004108,0.310539264,0.413568657,0.952985701
Dapma7bEVm004109,0.255421141,0.18672361,0.877495148
Dapma7bEVm004110,-0.193876871,0.657680602,0.984108345
Dapma7bEVm004111,-0.81115078,0.002113793,0.154490246
Dapma7bEVm004112,0.110699704,0.58478978,0.973178218
Dapma7bEVm004113,0.499565482,0.297879943,0.933826739
Dapma7bEVm004114,0.497436499,0.039840572,0.624415973
Dapma7bEVm004115,-0.342307311,0.383156997,0.952984466
Dapma7bEVm004116,-0.156094628,0.597245908,0.977416671
Dapma7bEVm004117,0.070214698,0.780963276,0.995280907
Dapma7bEVm004118,0.620962628,0.004719569,0.231344337
Dapma7bEVm004119,0.425934132,0.22972411,0.903927488
Dapma7bEVm004120,0.15889482,0.43498533,0.953749285
Dapma7bEVm004121,0.290638169,0.489499985,0.963491875
Dapma7bEVm004122,0.277426398,0.09673294,0.793921054
Dapma7bEVm004123,-0.067445121,0.939406536,0.997211633
Dapma7bEVm004124,-0.066297842,0.697619319,0.991796615
Dapma7bEVm004125,-0.099819952,0.808484623,0.995280907
Dapma7bEVm004126,0.12580474,0.745936002,0.995280907
Dapma7bEVm004127,-0.409188223,0.367439893,0.947850483
Dapma7bEVm004128,0.112713702,0.435679785,0.954338127
Dapma7bEVm004129,0.196961617,0.235847235,0.907498614
Dapma7bEVm004131,0.628014491,0.100188709,0.794455323
Dapma7bEVm004132,0.208720301,0.727027718,0.994207572
Dapma7bEVm004133,-0.125268281,0.734770114,0.995280907
Dapma7bEVm004134,0.071230372,0.788412398,0.995280907
Dapma7bEVm004135,0.617439605,0.026304148,0.531699703
Dapma7bEVm004136,-0.226508419,0.592142266,0.976188742
Dapma7bEVm004137,-0.076515447,0.69874122,0.992111564
Dapma7bEVm004138,-0.14594649,0.523112273,0.969243458
Dapma7bEVm004139,0.401911597,0.324029618,0.941696037
Dapma7bEVm004140,-0.220098592,0.683975246,0.990140684
Dapma7bEVm004141,-0.308347399,0.41783193,0.952985701
Dapma7bEVm004142,-0.823743488,0.430280454,0.953108977
Dapma7bEVm004143,0.486891615,0.224400992,0.901442572
Dapma7bEVm004145,-0.300830429,0.347419404,0.944745831
Dapma7bEVm004146,-0.459160473,0.253640017,0.911078809
Dapma7bEVm004147,-0.430005637,0.071868253,0.748167989
Dapma7bEVm004148,0.489528019,0.076592552,0.759299866
Dapma7bEVm004149,0.183312787,0.705725897,0.992113972
Dapma7bEVm004150,0.545563247,0.050156895,0.677827849
Dapma7bEVm004151,0.030698294,0.900418161,0.996018607
Dapma7bEVm004152,0.062037174,0.836641539,0.995987636
Dapma7bEVm004153,0.390712532,0.153878077,0.851074727
Dapma7bEVm004154,-0.021458025,0.943382996,0.997211633
Dapma7bEVm004155,-0.202045693,0.560866994,0.971159653
Dapma7bEVm004156,0.480640951,0.226002951,0.903927488
Dapma7bEVm004157,0.245797044,0.249056234,0.908193465
Dapma7bEVm004158,0.389606194,0.167992168,0.861801771
Dapma7bEVm004159,0.097172539,0.791532761,0.995280907
Dapma7bEVm004160,-0.616702274,0.14464082,0.842268188
Dapma7bEVm004161,-0.302778482,0.340785341,0.943571883
Dapma7bEVm004162,0.16272858,0.404662838,0.952985701
Dapma7bEVm004163,0.258796283,0.787562476,0.995280907
Dapma7bEVm004164,0.418688538,0.567802813,0.971159653
Dapma7bEVm004165,-1.028894957,NA,NA
Dapma7bEVm004166,-0.494526282,0.021413463,0.483829435
Dapma7bEVm004168,-0.092799887,0.562806378,0.971159653
Dapma7bEVm004169,0.291987924,0.193447343,0.877495148
Dapma7bEVm004170,-1.150347491,0.068605871,0.735422853
Dapma7bEVm004171,0.352259601,0.671319907,0.985471585
Dapma7bEVm004172,-0.918523078,0.446244724,0.957263192
Dapma7bEVm004173,-0.010201819,0.994093198,0.999771496
Dapma7bEVm004174,0.297188924,0.457193632,0.95904214
Dapma7bEVm004175,-0.191055689,0.748936992,0.995280907
Dapma7bEVm004176,-0.010762654,0.979739456,0.999279828
Dapma7bEVm004177,1.241648947,0.276742385,0.921776513
Dapma7bEVm004178,0.353561076,0.288405269,0.928699314
Dapma7bEVm004179,0.078670541,0.651543592,0.984108345
Dapma7bEVm004180,0.325525298,0.669490663,0.984883206
Dapma7bEVm004181,-0.427146467,0.130201138,0.830789187
Dapma7bEVm004182,-0.154623551,0.570625345,0.971159653
Dapma7bEVm004183,-0.093881856,0.564244288,0.971159653
Dapma7bEVm004184,0.015454776,0.887330018,0.996018607
Dapma7bEVm004185,-0.202271745,0.516460035,0.96749809
Dapma7bEVm004186,0.046010045,0.720013727,0.994207572
Dapma7bEVm004187,-0.12972565,0.673179884,0.985933746
Dapma7bEVm004188,0.072225326,0.814921982,0.995280907
Dapma7bEVm004189,0.280821749,0.100166312,0.794455323
Dapma7bEVm004190,0.984283817,0.094978269,0.792010613
Dapma7bEVm004191,-0.428204398,0.033478914,0.586346885
Dapma7bEVm004192,2.478017675,0.014539635,0.408945316
Dapma7bEVm004193,0.528379187,0.323038204,0.941696037
Dapma7bEVm004194,0.239932443,0.600939484,0.978236066
Dapma7bEVm004195,-0.239242434,0.360237526,0.947618225
Dapma7bEVm004196,0.065800544,0.915978603,0.996018607
Dapma7bEVm004197,-0.382690114,0.168028785,0.861801771
Dapma7bEVm004198,-0.65312609,0.112411345,0.807036234
Dapma7bEVm004199,-0.468014239,0.357297798,0.947009914
Dapma7bEVm004200,-0.519968297,0.234043263,0.906617022
Dapma7bEVm004201,-0.368187196,0.330228473,0.941696037
Dapma7bEVm004202,0.217209115,0.537623239,0.97102507
Dapma7bEVm004203,0.366349562,0.134431667,0.831909087
Dapma7bEVm004204,-0.532373311,0.435749427,0.954338127
Dapma7bEVm004205,0.256561126,0.437264846,0.954579575
Dapma7bEVm004206,-0.199722997,0.377834929,0.95096794
Dapma7bEVm004207,-0.430824434,0.19919605,0.882036162
Dapma7bEVm004208,1.113084355,0.138823392,0.836619729
Dapma7bEVm004209,0.144082464,0.814443663,0.995280907
Dapma7bEVm004210,0.0759509,0.768898452,0.995280907
Dapma7bEVm004211,-0.174277973,0.699466368,0.992113972
Dapma7bEVm004212,-1.224009573,0.21733657,0.89591655
Dapma7bEVm004213,-0.382908885,0.358841459,0.947009914
Dapma7bEVm004214,-0.373425135,0.276912136,0.921776513
Dapma7bEVm004215,0.146447495,0.58309364,0.97306878
Dapma7bEVm004217,-2.249463177,0.002287763,0.161463893
Dapma7bEVm004218,0.84953258,0.468457359,0.959980398
Dapma7bEVm004219,-0.16817511,0.640696365,0.984108345
Dapma7bEVm004220,-0.458236604,0.24834344,0.908193465
Dapma7bEVm004221,-0.451156407,0.035535876,0.60242772
Dapma7bEVm004222,0.452439894,0.026657053,0.532083325
Dapma7bEVm004223,-0.122238926,0.806561306,0.995280907
Dapma7bEVm004224,0.098584802,0.730667304,0.994377906
Dapma7bEVm004225,0.255124715,0.288661236,0.928699314
Dapma7bEVm004226,-0.410853803,0.840792762,0.995987636
Dapma7bEVm004227,-0.0775762,0.711644238,0.994178244
Dapma7bEVm004228,-0.575522962,0.116106097,0.808612694
Dapma7bEVm004229,-0.111107003,0.540720669,0.971159653
Dapma7bEVm004230,-0.681305899,0.486216639,0.961065525
Dapma7bEVm004231,-0.090981201,0.748330134,0.995280907
Dapma7bEVm004232,0.290228474,0.133822103,0.831909087
Dapma7bEVm004233,0.115554787,0.365570567,0.947850483
Dapma7bEVm004234,0.311291787,0.800795523,0.995280907
Dapma7bEVm004235,-0.069958888,0.839190648,0.995987636
Dapma7bEVm004236,0.486066412,0.354098999,0.947009914
Dapma7bEVm004237,-0.887191247,0.158560737,0.853261666
Dapma7bEVm004238,0.085274369,0.823041748,0.995280907
Dapma7bEVm004239,-0.085289887,0.909375077,0.996018607
Dapma7bEVm004240,-0.469175434,0.171689553,0.862792331
Dapma7bEVm004241,0.068582984,0.787823448,0.995280907
Dapma7bEVm004242,-0.450445005,0.095571611,0.793659898
Dapma7bEVm004243,0.517231418,0.505086979,0.965367318
Dapma7bEVm004244,-0.335417573,0.314633692,0.941696037
Dapma7bEVm004245,0.108114556,0.74878845,0.995280907
Dapma7bEVm004246,0.200098004,0.532154144,0.969618438
Dapma7bEVm004247,0.070256935,0.774208277,0.995280907
Dapma7bEVm004248,0.019897495,0.953670384,0.99771747
Dapma7bEVm004249,-0.075638994,0.791174561,0.995280907
Dapma7bEVm004250,-1.625401235,0.42548219,0.953011705
Dapma7bEVm004251,0.897259639,0.048191644,0.667296119
Dapma7bEVm004252,-0.073343448,0.705893352,0.992113972
Dapma7bEVm004253,0.265473792,0.445753825,0.957263192
Dapma7bEVm004254,-1.299702506,2.58E-05,0.007945521
Dapma7bEVm004255,-0.47986378,0.345943423,0.943571883
Dapma7bEVm004256,0.092656324,0.767253058,0.995280907
Dapma7bEVm004258,0.117261911,0.676387013,0.987448425
Dapma7bEVm004259,0.194373536,0.31747609,0.941696037
Dapma7bEVm004260,-0.417258179,0.108211656,0.803593561
Dapma7bEVm004261,-0.115076439,0.842911701,0.995987636
Dapma7bEVm004262,-0.893694379,0.131868604,0.831363546
Dapma7bEVm004263,1.979243877,0.074979375,0.754213627
Dapma7bEVm004264,0.235968757,0.265741372,0.921222436
Dapma7bEVm004265,-0.339179965,0.329005607,0.941696037
Dapma7bEVm004266,0.85666315,0.349606384,0.944748435
Dapma7bEVm004267,0.014354382,0.947610832,0.997211633
Dapma7bEVm004269,-0.48578931,0.067689165,0.73503609
Dapma7bEVm004270,0.186616489,0.396424587,0.952985701
Dapma7bEVm004271,-0.606610303,0.022932287,0.494908234
Dapma7bEVm004272,-0.05071595,0.801346385,0.995280907
Dapma7bEVm004273,-0.264803401,0.601459281,0.978746359
Dapma7bEVm004274,-0.019045112,0.980383557,0.999288064
Dapma7bEVm004275,-0.175357647,0.536051171,0.970052175
Dapma7bEVm004276,-1.579556008,0.089529374,0.784150016
Dapma7bEVm004277,1.141797426,0.28317207,0.926961898
Dapma7bEVm004278,-0.993919484,0.273439085,0.921222436
Dapma7bEVm004279,0.00804529,0.979513113,0.999279828
Dapma7bEVm004280,-0.703060954,0.273489146,0.921222436
Dapma7bEVm004281,-0.037985368,0.825252564,0.995280907
Dapma7bEVm004282,0.242991816,0.47639342,0.959980398
Dapma7bEVm004283,-0.06461995,0.783479505,0.995280907
Dapma7bEVm004284,0.291643812,0.06243649,0.720307171
Dapma7bEVm004285,-0.811742886,0.025705428,0.526795787
Dapma7bEVm004286,0.206109393,0.212389242,0.890654533
Dapma7bEVm004287,-0.092017605,0.701113293,0.992113972
Dapma7bEVm004288,0.421010098,0.060942426,0.720307171
Dapma7bEVm004289,0.47193999,0.261453611,0.918809966
Dapma7bEVm004290,0.153104481,0.822796662,0.995280907
Dapma7bEVm004291,-0.080828634,0.662421137,0.984108345
Dapma7bEVm004292,-0.428755622,0.06299843,0.720307171
Dapma7bEVm004293,-0.026771769,0.790140151,0.995280907
Dapma7bEVm004294,-0.047006829,0.857927512,0.996018607
Dapma7bEVm004295,0.296835446,0.784320146,0.995280907
Dapma7bEVm004296,2.934918951,0.040286015,0.626498404
Dapma7bEVm004297,0.011919962,0.942011147,0.997211633
Dapma7bEVm004298,0.032383719,0.959991744,0.998756753
Dapma7bEVm004299,-0.351886664,0.790554676,0.995280907
Dapma7bEVm004300,-0.230037528,0.202176959,0.883183547
Dapma7bEVm004301,0.082695354,0.710559078,0.993049638
Dapma7bEVm004302,-0.133016045,0.903176078,0.996018607
Dapma7bEVm004303,0.184113503,0.730358877,0.994284703
Dapma7bEVm004304,0.185286248,0.667231003,0.984883206
Dapma7bEVm004305,-3.695369333,0.004698907,0.231312167
Dapma7bEVm004306,-0.27446173,0.261385001,0.918809966
Dapma7bEVm004307,-0.173346683,0.123608641,0.824278816
Dapma7bEVm004308,-0.545239209,0.309107261,0.93895248
Dapma7bEVm004309,0.210191627,0.534720792,0.969618438
Dapma7bEVm004310,0.065490793,0.899390994,0.996018607
Dapma7bEVm004311,-0.511065481,0.545331356,0.971159653
Dapma7bEVm004312,-0.025379128,0.947319521,0.997211633
Dapma7bEVm004313,-0.211736337,0.303086447,0.934692763
Dapma7bEVm004314,-0.309045518,0.75483075,0.995280907
Dapma7bEVm004315,-0.390195014,0.263783605,0.92074698
Dapma7bEVm004316,0.466894391,0.720651456,0.994207572
Dapma7bEVm004317,-0.08210017,0.882720652,0.996018607
Dapma7bEVm004319,1.263111904,0.017240732,0.435889073
Dapma7bEVm004321,0.099013901,0.744159856,0.995280907
Dapma7bEVm004322,0.053054132,0.896684079,0.996018607
Dapma7bEVm004323,-0.115008913,0.784493929,0.995280907
Dapma7bEVm004325,-0.012141321,0.984431797,0.999771496
Dapma7bEVm004326,-0.351933412,0.645498213,0.984108345
Dapma7bEVm004327,0.240514208,0.763406446,0.995280907
Dapma7bEVm004328,-0.677871491,0.105666557,0.800388183
Dapma7bEVm004329,-0.254083479,0.398222553,0.952985701
Dapma7bEVm004330,0.295538516,0.323125731,0.941696037
Dapma7bEVm004331,1.156429901,0.217872997,0.896075418
Dapma7bEVm004332,-0.367196617,0.445867439,0.957263192
Dapma7bEVm004333,0.036638882,0.848682611,0.995987636
Dapma7bEVm004334,-0.864282021,0.430979311,0.953108977
Dapma7bEVm004335,-0.069680549,0.804272539,0.995280907
Dapma7bEVm004336,-0.198955265,0.815232777,0.995280907
Dapma7bEVm004337,-0.623071186,0.442237151,0.955512396
Dapma7bEVm004338,-0.165303693,0.785757112,0.995280907
Dapma7bEVm004339,-0.268533721,0.490158658,0.963700627
Dapma7bEVm004340,-0.059988319,0.798499889,0.995280907
Dapma7bEVm004341,-0.176751481,0.853308784,0.995993586
Dapma7bEVm004342,-0.014358423,0.963024559,0.999117826
Dapma7bEVm004343,0.482653962,0.384937365,0.952985701
Dapma7bEVm004344,0.074879639,0.752953311,0.995280907
Dapma7bEVm004345,0.076212831,0.878166089,0.996018607
Dapma7bEVm004346,0.075924379,0.923897826,0.996374039
Dapma7bEVm004347,4.540757206,4.15E-21,9.90E-18
Dapma7bEVm004348,-0.18323274,0.248605842,0.908193465
Dapma7bEVm004349,0.00882051,0.994573827,0.999771496
Dapma7bEVm004350,0.015547014,0.978466018,0.99927922
Dapma7bEVm004351,0.13238194,0.813369079,0.995280907
Dapma7bEVm004352,0.35197765,0.341899382,0.943571883
Dapma7bEVm004353,-0.130454812,0.647817226,0.984108345
Dapma7bEVm004354,-0.288446763,0.527388156,0.969618438
Dapma7bEVm004355,0.114706961,0.721779516,0.994207572
Dapma7bEVm004356,-0.765663451,0.373345791,0.948118256
Dapma7bEVm004357,-0.287577386,0.543237991,0.971159653
Dapma7bEVm004358,-0.611117077,0.075284363,0.754213627
Dapma7bEVm004359,0.613856685,0.065693357,0.728576339
Dapma7bEVm004360,-0.145075499,0.870838574,0.996018607
Dapma7bEVm004361,-0.205012936,0.661975236,0.984108345
Dapma7bEVm004362,-1.332721137,0.645731844,0.984108345
Dapma7bEVm004363,0.609359392,0.10049226,0.794983305
Dapma7bEVm004364,0.115779757,0.748156341,0.995280907
Dapma7bEVm004365,-0.330139654,0.737284712,0.995280907
Dapma7bEVm004366,-0.323104872,0.504967359,0.965367318
Dapma7bEVm004367,-0.227102335,0.611847901,0.980613245
Dapma7bEVm004368,0.602805338,0.123863973,0.824896053
Dapma7bEVm004369,0.382121365,0.406460627,0.952985701
Dapma7bEVm004371,0.10024581,0.651572054,0.984108345
Dapma7bEVm004372,-0.230334015,0.604514731,0.97945564
Dapma7bEVm004373,0.061990399,0.875244041,0.996018607
Dapma7bEVm004374,0.096755125,0.735757286,0.995280907
Dapma7bEVm004375,-0.005932003,0.974968678,0.999117826
Dapma7bEVm004376,-0.531225462,0.282255056,0.926961898
Dapma7bEVm004377,0.27915647,0.704666206,0.992113972
Dapma7bEVm004378,-0.063936377,0.860856746,0.996018607
Dapma7bEVm004379,-0.399405259,0.523595509,0.969243458
Dapma7bEVm004380,-0.219833648,0.491435835,0.964158903
Dapma7bEVm004381,-0.178646803,0.365121089,0.947850483
Dapma7bEVm004382,-0.552595487,0.21597497,0.895708159
Dapma7bEVm004383,-0.227708673,0.74547977,0.995280907
Dapma7bEVm004384,0.846477271,0.155220998,0.851279019
Dapma7bEVm004385,0.115822534,0.797483586,0.995280907
Dapma7bEVm004386,-0.50868591,0.231596644,0.905464501
Dapma7bEVm004387,0.127648651,0.702034017,0.992113972
Dapma7bEVm004388,0.075721777,0.808780772,0.995280907
Dapma7bEVm004389,-0.388604056,0.045362446,0.659016383
Dapma7bEVm004390,1.141615336,0.528711953,0.969618438
Dapma7bEVm004391,1.467492336,0.398030082,0.952985701
Dapma7bEVm004392,-0.218873324,0.705756626,0.992113972
Dapma7bEVm004393,-0.4294577,0.091070704,0.786032462
Dapma7bEVm004394,-0.000607502,0.998348673,0.999771496
Dapma7bEVm004395,0.530160942,0.153707243,0.851074727
Dapma7bEVm004396,1.480790883,0.39898952,0.952985701
Dapma7bEVm004397,0.252992551,0.387416516,0.952985701
Dapma7bEVm004398,-0.158668695,0.694487202,0.99118553
Dapma7bEVm004399,0.07870557,0.879253728,0.996018607
Dapma7bEVm004400,-0.477693916,0.110546816,0.80466754
Dapma7bEVm004401,-0.843002197,0.364521864,0.947850483
Dapma7bEVm004402,-0.199822276,0.475273212,0.959980398
Dapma7bEVm004403,-0.389568548,0.724612867,0.994207572
Dapma7bEVm004404,0.158539728,0.687800286,0.990313418
Dapma7bEVm004405,0.134345823,0.652981565,0.984108345
Dapma7bEVm004406,-1.13395735,0.093352122,0.788015458
Dapma7bEVm004407,-0.331891418,0.130176536,0.830789187
Dapma7bEVm004408,-3.381019689,0.008183436,0.310398063
Dapma7bEVm004409,0.229757837,0.707109776,0.992113972
Dapma7bEVm004410,-0.236108644,0.233538062,0.906082066
Dapma7bEVm004411,1.566912966,0.449590392,0.957609563
Dapma7bEVm004412,0.666516836,0.29758349,0.933826739
Dapma7bEVm004413,-0.503463562,0.077724169,0.761896757
Dapma7bEVm004414,0.335273179,0.479734055,0.959980398
Dapma7bEVm004415,-0.332704281,0.22572348,0.903927488
Dapma7bEVm004417,-0.190665933,0.842080709,0.995987636
Dapma7bEVm004418,-0.262753395,0.593294476,0.976905562
Dapma7bEVm004419,-0.330878443,0.487087042,0.961660256
Dapma7bEVm004420,0.322747473,0.628715301,0.983257116
Dapma7bEVm004423,0.241987221,0.64194516,0.984108345
Dapma7bEVm004424,-1.462764212,0.024274076,0.508695631
Dapma7bEVm004425,-0.74220348,0.084961241,0.776961926
Dapma7bEVm004426,-0.166353905,0.816827031,0.995280907
Dapma7bEVm004427,-0.947777306,0.017313849,0.435889073
Dapma7bEVm004428,-0.004787044,0.981900005,0.999771496
Dapma7bEVm004429,-0.471988177,0.685905252,0.990313418
Dapma7bEVm004430,-0.312510188,0.111181053,0.804784529
Dapma7bEVm004431,-0.131669542,0.623113989,0.981282687
Dapma7bEVm004432,1.952414775,0.089930267,0.784980565
Dapma7bEVm004433,0.171763113,0.409519889,0.952985701
Dapma7bEVm004434,-0.153713911,0.793221996,0.995280907
Dapma7bEVm004435,-0.464881693,0.644777738,0.984108345
Dapma7bEVm004436,-0.541805441,0.740272413,0.995280907
Dapma7bEVm004437,-0.453042866,0.088673036,0.781144968
Dapma7bEVm004438,-0.059408725,0.609513138,0.979705803
Dapma7bEVm004439,-0.175572131,0.401290044,0.952985701
Dapma7bEVm004440,-0.288513858,0.277117083,0.922114337
Dapma7bEVm004441,1.500224283,0.191547027,0.877495148
Dapma7bEVm004442,-0.175080024,0.827823092,0.995487495
Dapma7bEVm004443,-0.479647895,0.345250088,0.943571883
Dapma7bEVm004444,-0.255395264,0.731901448,0.994690358
Dapma7bEVm004445,-0.060892596,0.862493473,0.996018607
Dapma7bEVm004446,-0.229975405,0.507161576,0.966176336
Dapma7bEVm004447,-0.100551249,0.723091907,0.994207572
Dapma7bEVm004448,-0.313206194,0.519770133,0.967551654
Dapma7bEVm004449,-0.673051493,0.634212796,0.984106412
Dapma7bEVm004450,-0.139269616,0.411564288,0.952985701
Dapma7bEVm004451,-1.159512148,0.058279815,0.712158349
Dapma7bEVm004452,0.55418745,0.264365259,0.92074698
Dapma7bEVm004453,0.05937164,0.860110563,0.996018607
Dapma7bEVm004454,0.306256709,0.128193924,0.830048985
Dapma7bEVm004455,-0.022216041,0.898797291,0.996018607
Dapma7bEVm004456,-0.59499614,0.087671764,0.778610054
Dapma7bEVm004457,-0.167942252,0.64200848,0.984108345
Dapma7bEVm004458,-0.506114454,0.086496523,0.777197534
Dapma7bEVm004459,-0.590671687,0.221578262,0.898431975
Dapma7bEVm004460,-0.173219523,0.375313574,0.949182873
Dapma7bEVm004461,-0.32678336,0.810358185,0.995280907
Dapma7bEVm004462,0.68214689,0.217711883,0.896039721
Dapma7bEVm004464,-0.616494152,0.742195106,0.995280907
Dapma7bEVm004465,0.291247247,0.766637716,0.995280907
Dapma7bEVm004466,-0.10632744,0.887098289,0.996018607
Dapma7bEVm004467,-0.844817731,0.00054077,0.064554394
Dapma7bEVm004468,0.210494008,0.552126027,0.971159653
Dapma7bEVm004469,-0.200371324,0.368836896,0.947850483
Dapma7bEVm004470,-0.250273835,0.603476736,0.97945564
Dapma7bEVm004471,-0.642867426,0.396782684,0.952985701
Dapma7bEVm004472,-0.049685155,0.954793562,0.998126384
Dapma7bEVm004473,-0.695189433,0.336326885,0.943571883
Dapma7bEVm004474,0.968283565,0.104723049,0.800388183
Dapma7bEVm004476,-0.129399033,0.664202003,0.984108345
Dapma7bEVm004477,0.032247251,0.880667154,0.996018607
Dapma7bEVm004478,-0.620473133,0.272003347,0.921222436
Dapma7bEVm004479,-0.599102376,0.442920184,0.955612525
Dapma7bEVm004480,-0.597373987,0.496656721,0.964158903
Dapma7bEVm004481,-0.784250164,0.126388264,0.828331342
Dapma7bEVm004482,-0.231824378,0.344633587,0.943571883
Dapma7bEVm004483,-0.245828827,0.191400256,0.877495148
Dapma7bEVm004484,0.017915693,0.972065823,0.999117826
Dapma7bEVm004485,-0.300666649,0.27257958,0.921222436
Dapma7bEVm004486,2.702998388,0.082333729,0.771870299
Dapma7bEVm004487,0.430624132,0.098286789,0.793921054
Dapma7bEVm004488,-1.402680401,0.000452599,0.060032239
Dapma7bEVm004489,2.745669372,0.006494848,0.277967088
Dapma7bEVm004490,-0.21260121,0.730224811,0.994284703
Dapma7bEVm004491,-1.023884519,0.030901813,0.568982613
Dapma7bEVm004492,-0.352672453,0.304986777,0.936334244
Dapma7bEVm004493,0.81735614,0.294738263,0.933066436
Dapma7bEVm004494,-0.683711692,0.094553618,0.792010613
Dapma7bEVm004495,0.001674662,0.994559673,0.999771496
Dapma7bEVm004496,0.008161639,0.983865712,0.999771496
Dapma7bEVm004497,0.584367017,0.168674354,0.862111873
Dapma7bEVm004498,-0.135367771,0.696417108,0.991796615
Dapma7bEVm004499,0.114458377,0.756707444,0.995280907
Dapma7bEVm004500,-0.580037915,0.168809439,0.862111873
Dapma7bEVm004501,-0.239943588,0.37415096,0.948118256
Dapma7bEVm004502,-0.150251035,0.579272405,0.972314543
Dapma7bEVm004503,0.236360868,0.330238031,0.941696037
Dapma7bEVm004504,-0.140381043,0.661232341,0.984108345
Dapma7bEVm004505,-0.424947898,0.168667556,0.862111873
Dapma7bEVm004506,0.220637031,0.534984823,0.969618438
Dapma7bEVm004507,0.300047278,0.155762314,0.852941571
Dapma7bEVm004508,0.416893986,0.603149062,0.97945564
Dapma7bEVm004509,-0.004696189,0.980194697,0.999288064
Dapma7bEVm004510,0.348450058,0.272603419,0.921222436
Dapma7bEVm004511,0.598565034,0.012092196,0.37188049
Dapma7bEVm004512,-0.197559304,0.394201945,0.952985701
Dapma7bEVm004513,-0.322705507,0.288314272,0.928699314
Dapma7bEVm004514,0.974031922,0.453838748,0.957895988
Dapma7bEVm004515,-0.453415624,0.411381178,0.952985701
Dapma7bEVm004516,0.534026207,0.484455252,0.96038667
Dapma7bEVm004517,0.862425524,0.180102199,0.870726969
Dapma7bEVm004518,0.155015652,0.516655293,0.96749809
Dapma7bEVm004519,0.168163538,0.556981816,0.971159653
Dapma7bEVm004520,-0.095401342,0.652220915,0.984108345
Dapma7bEVm004521,-0.075338694,0.786985455,0.995280907
Dapma7bEVm004522,-0.004132195,0.989187043,0.999771496
Dapma7bEVm004523,0.57958168,0.107744769,0.803593561
Dapma7bEVm004524,0.317005796,0.499451829,0.964158903
Dapma7bEVm004525,0.232559014,0.238990971,0.907861485
Dapma7bEVm004526,-0.235464025,0.476453975,0.959980398
Dapma7bEVm004527,-0.613620715,0.398467217,0.952985701
Dapma7bEVm004528,-0.811618045,0.29660601,0.933826739
Dapma7bEVm004529,-0.083385971,0.826864787,0.995280907
Dapma7bEVm004530,-0.058105363,0.893558154,0.996018607
Dapma7bEVm004531,0.354065347,0.304492535,0.935746599
Dapma7bEVm004532,-0.43943797,0.343580725,0.943571883
Dapma7bEVm004533,-0.066911199,0.709051063,0.992113972
Dapma7bEVm004534,0.366646742,0.722517097,0.994207572
Dapma7bEVm004535,-0.096260181,0.674859148,0.986580701
Dapma7bEVm004536,-0.446698058,0.022872398,0.494908234
Dapma7bEVm004537,-0.333617895,0.464482152,0.959980398
Dapma7bEVm004538,-0.478552046,0.491663221,0.964158903
Dapma7bEVm004539,0.380579389,0.114994645,0.807890346
Dapma7bEVm004540,0.048920392,0.909751433,0.996018607
Dapma7bEVm004541,0.365609718,0.531994706,0.969618438
Dapma7bEVm004542,-0.575355761,0.115204362,0.807890346
Dapma7bEVm004543,0.089835628,0.831324275,0.995987636
